index,cid,iupacname,label,file_names
1237,134232349,(E)-4-(chloromethyl)hex-2-ene,(|E|)|-|4|-|(|chloro|meth|yl|)|hex|-|2|-|ene,134232349.png
970,144870568,"(3Z)-3-fluoro-5-methylhexa-1,3-diene","(|3|Z)|-|3|-|fluoro|-|5|-|meth|yl|hex|a|-|1|,|3|-|di|ene",144870568.png
7158,137093484,(2Z)-2-diazo-3-phenylbutanoic acid,(|2|Z)|-|2|-|di|azo|-|3|-|phen|yl|but|an|oic acid,137093484.png
5246,54338432,3-(4-ethylphenyl)-2-iminopropanoic acid,3|-|(|4|-|eth|yl|phen|yl|)|-|2|-|imino|prop|an|oic acid,54338432.png
5899,69118558,3-(2-methyloxan-2-yl)prop-2-enoic acid,3|-|(|2|-|meth|yl|oxan|-|2|-|yl|)|prop|-|2|-|en|oic acid,69118558.png
118,207,"2,3,3-trimethylpentane","2|,|3|,|3|-|tri|meth|yl|pent|ane",207.png
1360,123176470,1-ethenyl-2-ethyl-1-methylcyclopropane,1|-|eth|en|yl|-|2|-|eth|yl|-|1|-|meth|yl|cyclo|prop|ane,123176470.png
5775,67885637,2-(4-methylpiperazin-1-yl)oxy-2-oxoacetic acid,2|-|(|4|-|meth|yl|piperazin|-|1|-|yl|)|oxy|-|2|-|oxo|acet|ic acid,67885637.png
3541,5708777,"(E)-3-(2,4,5-trifluorophenyl)prop-2-enoic acid","(|E|)|-|3|-|(|2|,|4|,|5|-|tri|fluoro|phen|yl|)|prop|-|2|-|en|oic acid",5708777.png
678,98,2-ethylhexyl 2-ethylhexanoate,2|-|eth|yl|hex|yl| |2|-|eth|yl|hex|an|oate,98.png
769,208,N-chloro-1-methoxymethanamine,N|-|chloro|-|1|-|meth|oxy|meth|an|amine,208.png
3680,10442738,3-(2-chlorophenyl)-2-oxopropanoic acid,3|-|(|2|-|chloro|phen|yl|)|-|2|-|oxo|prop|an|oic acid,10442738.png
3774,11735974,2-(2-methoxyanilino)-2-sulfanylideneacetic acid,2|-|(|2|-|meth|oxy|anilino|)|-|2|-|sulfan|yl|idene|acet|ic acid,11735974.png
8059,145567379,2-(6-fluoro-1-methylideneindazol-1-ium-3-yl)acetic acid,2|-|(|6|-|fluoro|-|1|-|meth|yl|idene|indaz|ol|-|1|-|ium|-|3|-|yl|)|acet|ic acid,145567379.png
167,28,3-ethenylhex-1-ene,3|-|eth|en|yl|hex|-|1|-|ene,28.png
6892,123740608,"(2S)-2,3-dibromo-2-(dichloroamino)-3-(4-hydroxyphenyl)propanoic acid","(|2|S)|-|2|,|3|-|di|bromo|-|2|-|(|di|chloro|amino|)|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid",123740608.png
5028,53222577,3-(4-hydroxyphenyl)pyridine-2-carboxylic acid,3|-|(|4|-|hydroxy|phen|yl|)|pyridine|-|2|-|carboxylic acid,53222577.png
5403,57245021,"1-chloro-3,5-dimethyl-1H-indene-2-carboxylic acid","1|-|chloro|-|3|,|5|-|di|meth|yl|-|1H|-|inden|e|-|2|-|carboxylic acid",57245021.png
5269,54440316,"2-[(2,4-difluorophenyl)diazenyl]propanoic acid","2|-|[|(|2|,|4|-|di|fluoro|phen|yl|)|di|azen|yl|]|prop|an|oic acid",54440316.png
2341,12205527,"2,2,5,5-tetradeuteriohexane","2|,|2|,|5|,|5|-|tetra|deuterio|hex|ane",12205527.png
3390,2925487,2-(5-chloro-2-methylanilino)-2-oxoacetic acid,2|-|(|5|-|chloro|-|2|-|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid,2925487.png
1893,22904171,(E)-1-fluorohept-1-ene,(|E|)|-|1|-|fluoro|hept|-|1|-|ene,22904171.png
3154,301541,2-(4-bromophenyl)cyclopropane-1-carboxylic acid,2|-|(|4|-|bromo|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid,301541.png
7398,140175411,3-(5-chloro-2-hydroxyphenyl)-3-oxopropanoic acid,3|-|(|5|-|chloro|-|2|-|hydroxy|phen|yl|)|-|3|-|oxo|prop|an|oic acid,140175411.png
6515,117329376,1-(2-chloro-6-fluoro-3-methylphenyl)cyclopropane-1-carboxylic acid,1|-|(|2|-|chloro|-|6|-|fluoro|-|3|-|meth|yl|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid,117329376.png
136,249,"2,4-dimethylhept-1-ene","2|,|4|-|di|meth|yl|hept|-|1|-|ene",249.png
2577,583854,"2,4-dibromobut-1-ene","2|,|4|-|di|bromo|but|-|1|-|ene",583854.png
6570,117957681,3-hydroperoxy-3-phenylpropanoic acid,3|-|hydro|peroxy|-|3|-|phen|yl|prop|an|oic acid,117957681.png
2674,522526,"3,5-dimethylhex-1-ene","3|,|5|-|di|meth|yl|hex|-|1|-|ene",522526.png
2850,68027,"1,3-dibromo-1,1-difluoropropane","1|,|3|-|di|bromo|-|1|,|1|-|di|fluoro|prop|ane",68027.png
6173,82185766,2-oxo-4-pyridin-2-ylbutanoic acid,2|-|oxo|-|4|-|pyridin|-|2|-|yl|but|an|oic acid,82185766.png
6222,83820427,2-(4-hydroxyphenyl)-4-methylpentanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|4|-|meth|yl|pent|an|oic acid,83820427.png
1473,91555962,"3-fluorohexa-1,3,5-triene","3|-|fluoro|hex|a|-|1|,|3|,|5|-|tri|ene",91555962.png
5523,59341426,"5,7-difluoro-1-benzofuran-2-carboxylic acid","5|,|7|-|di|fluoro|-|1|-|benz|o|furan|-|2|-|carboxylic acid",59341426.png
6537,117729215,6-chloro-5-fluoro-1-benzothiophene-2-carboxylic acid,6|-|chloro|-|5|-|fluoro|-|1|-|benzo|thio|phene|-|2|-|carboxylic acid,117729215.png
3767,11550196,(1S)-1-(2-chlorophenyl)-2-nitroethanol,(|1|S)|-|1|-|(|2|-|chloro|phen|yl|)|-|2|-|nitro|eth|an|ol,11550196.png
331,228,1-chloro-4-(1-phenylethenyl)benzene,1|-|chloro|-|4|-|(|1|-|phen|yl|eth|en|yl|)|benz|ene,228.png
4596,21552902,2-aminooxy-2-phenylacetic acid,2|-|amino|oxy|-|2|-|phen|yl|acet|ic acid,21552902.png
7790,142182522,"2-(2,5-dichlorocyclohepta-1,4,6-trien-1-yl)oxyacetic acid","2|-|(|2|,|5|-|di|chloro|cyclo|hept|a|-|1|,|4|,|6|-|tri|en|-|1|-|yl|)|oxy|acet|ic acid",142182522.png
3459,4427763,"3-(2,5-dichlorothiophen-3-yl)-2-methylprop-2-enoic acid","3|-|(|2|,|5|-|di|chloro|thio|phen|-|3|-|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid",4427763.png
1869,23432796,"1,2-bis(methylsulfanyl)propane","1|,|2|-|bis|(|meth|yl|sulfan|yl|)|prop|ane",23432796.png
6204,83619933,2-[methyl-(4-methylpyridin-2-yl)amino]acetic acid,2|-|[|meth|yl|-|(|4|-|meth|yl|pyridin|-|2|-|yl|)|amino|]|acet|ic acid,83619933.png
7530,141003934,2-pyridin-2-ylsulfanyl-2-sulfanylpropanoic acid,2|-|pyridin|-|2|-|yl|sulfan|yl|-|2|-|sulfan|yl|prop|an|oic acid,141003934.png
7718,141543400,3-chloro-2-thiophen-2-ylprop-2-enoic acid,3|-|chloro|-|2|-|thiophen|-|2|-|yl|prop|-|2|-|en|oic acid,141543400.png
5254,54386889,2-(4-hydroxy-2-methylpentan-2-yl)peroxy-2-oxoacetic acid,2|-|(|4|-|hydroxy|-|2|-|meth|yl|pent|an|-|2|-|yl|)|peroxy|-|2|-|oxo|acet|ic acid,54386889.png
4667,22134876,(E)-3-(2-chloro-4-hydroxyphenyl)prop-2-enoic acid,(|E|)|-|3|-|(|2|-|chloro|-|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,22134876.png
7840,142665556,2-[(4-hydroxyphenyl)methyl]-4-oxooctanoic acid,2|-|[|(|4|-|hydroxy|phen|yl|)|meth|yl|]|-|4|-|oxo|oct|an|oic acid,142665556.png
1171,138722471,N-iodo-N-propan-2-ylpropan-1-amine,N|-|iodo|-|N|-|prop|an|-|2|-|yl|prop|an|-|1|-|amine,138722471.png
7934,143297289,"2-(2,6-dimethylcyclohepta-1,3,5-trien-1-yl)oxyacetic acid","2|-|(|2|,|6|-|di|meth|yl|cyclo|hept|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|)|oxy|acet|ic acid",143297289.png
4985,45115839,2-(2-fluoro-4-hydroxyphenyl)-2-methoxyacetic acid,2|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|meth|oxy|acet|ic acid,45115839.png
7565,141080301,2-ethenylperoxy-3-phenylprop-2-enoic acid,2|-|eth|en|yl|peroxy|-|3|-|phen|yl|prop|-|2|-|en|oic acid,141080301.png
2044,19707302,1-chloro-3-iodo-2-methylpropane,1|-|chloro|-|3|-|iodo|-|2|-|meth|yl|prop|ane,19707302.png
3235,637797,(E)-3-(4-chlorophenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|chloro|phen|yl|)|prop|-|2|-|en|oic acid,637797.png
6174,82207949,"3-(1,5-dimethyltriazol-4-yl)propanoic acid","3|-|(|1|,|5|-|di|meth|yltri|az|ol|-|4|-|yl|)|prop|an|oic acid",82207949.png
897,251,2-propan-2-yloxybutane,2|-|prop|an|-|2|-|yl|oxy|but|ane,251.png
5179,54123560,"3-(1,2,3-trimethylcyclopent-2-en-1-yl)prop-2-enoic acid","3|-|(|1|,|2|,|3|-|tri|meth|yl|cyclo|pent|-|2|-|en|-|1|-|yl|)|prop|-|2|-|en|oic acid",54123560.png
7904,143113639,2-[4-(methylamino)anilino]-2-oxoacetic acid,2|-|[|4|-|(|meth|yl|amino|)|anilino|]|-|2|-|oxo|acet|ic acid,143113639.png
737,183,4-aminobutanamide,4|-|amino|but|an|amide,183.png
1157,139619197,pent-4-enoyl bromide,pent|-|4|-|en|o|yl| |bromi|de,139619197.png
64,181,3-ethyl-3-methylheptane,3|-|eth|yl|-|3|-|meth|yl|hept|ane,181.png
4339,19782180,"5-hydroxy-2,3-dihydro-1H-indene-2-carboxylic acid","5|-|hydroxy|-|2|,|3|-|di|hydro|-|1H|-|inden|e|-|2|-|carboxylic acid",19782180.png
5408,57263432,"3-(3,5-difluorophenyl)-2-oxopropanoic acid","3|-|(|3|,|5|-|di|fluoro|phen|yl|)|-|2|-|oxo|prop|an|oic acid",57263432.png
3293,929137,(3S)-3-(4-hydroxyphenyl)butanoic acid,(|3|S)|-|3|-|(|4|-|hydroxy|phen|yl|)|but|an|oic acid,929137.png
923,171,1-chloronaphthalen-2-ol,1|-|chloro|naphthalen|-|2|-|ol,171.png
4805,23378394,4-(4-hydroxyphenyl)-3-methylbutanoic acid,4|-|(|4|-|hydroxy|phen|yl|)|-|3|-|meth|yl|but|an|oic acid,23378394.png
202,162,"hepta-1,2-diene","hept|a|-|1|,|2|-|di|ene",162.png
4617,21734867,"2-oxo-2-(2,3,4,5,6-pentafluorophenoxy)acetic acid","2|-|oxo|-|2|-|(|2|,|3|,|4|,|5|,|6|-|penta|fluoro|phen|oxy|)|acet|ic acid",21734867.png
2750,142703,1-ethynylsulfanyl-2-methylpropane,1|-|eth|yn|yl|sulfan|yl|-|2|-|meth|yl|prop|ane,142703.png
1631,59083586,"1,1,1,4,4-pentatritiopentane","1|,|1|,|1|,|4|,|4|-|pentatritiopent|ane",59083586.png
6677,118643860,"2-(4-amino-3-methylphenyl)-3,3,3-trifluoro-2-hydroxypropanoic acid","2|-|(|4|-|amino|-|3|-|meth|yl|phen|yl|)|-|3|,|3|,|3|-|tri|fluoro|-|2|-|hydroxy|prop|an|oic acid",118643860.png
4533,21182231,2-(3-methylphenoxy)-2-oxoacetic acid,2|-|(|3|-|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid,21182231.png
8049,145350509,(2-oxopyran-3-yl)methyl hydrogen carbonate,(|2|-|oxo|pyran|-|3|-|yl|)|meth|yl| |hydrogen| |carbonate,145350509.png
497,20,4-iodobutanal,4|-|iodo|but|an|al,20.png
1299,123569851,"2,2,3-trimethyl-1-methylsulfanylbutane","2|,|2|,|3|-|tri|meth|yl|-|1|-|meth|yl|sulfan|yl|but|ane",123569851.png
6408,91820489,"3-[(1S,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoate","3|-|[|(|1S|,|4R|)|-|4|-|hydroxy|cyclo|hex|-|2|-|en|-|1|-|yl|]|-|2|-|oxo|prop|an|oate",91820489.png
710,178,propanamide,prop|an|amide,178.png
1892,22918793,3-hydroperoxy-3-methylhexane,3|-|hydro|peroxy|-|3|-|meth|yl|hex|ane,22918793.png
2327,12231134,"1,4-dibromo-1,1,4,4-tetradeuteriobutane","1|,|4|-|di|bromo|-|1|,|1|,|4|,|4|-|tetra|deuterio|but|ane",12231134.png
1459,92981890,(2S)-2-ethylpentan-1-amine,(|2|S)|-|2|-|eth|yl|pent|an|-|1|-|amine,92981890.png
4,67,pentane,pent|ane,67.png
947,151748360,hexane,hex|ane,151748360.png
6598,118170442,(E)-3-(1-ethylimidazol-4-yl)prop-2-enoic acid,(|E|)|-|3|-|(|1|-|eth|yl|imidaz|ol|-|4|-|yl|)|prop|-|2|-|en|oic acid,118170442.png
5528,59536115,3-(2-chlorophenyl)-2-fluoropropanoic acid,3|-|(|2|-|chloro|phen|yl|)|-|2|-|fluoro|prop|an|oic acid,59536115.png
3603,6951481,"(2R)-2-(3,5-difluorophenyl)-2-hydroxyacetic acid","(|2|R|)|-|2|-|(|3|,|5|-|di|fluoro|phen|yl|)|-|2|-|hydroxy|acet|ic acid",6951481.png
1047,141864406,"(5Z)-5-fluorohepta-1,5-diene","(|5|Z|)|-|5|-|fluoro|hept|a|-|1|,|5|-|di|ene",141864406.png
3476,4747035,3-(3-methylphenyl)-2-sulfanylpropanoate,3|-|(|3|-|meth|yl|phen|yl|)|-|2|-|sulfan|yl|prop|an|oate,4747035.png
5289,54497331,3-(1-benzothiophen-3-yl)-2-oxopropanoic acid,3|-|(|1|-|benzothiophen|-|3|-|yl|)|-|2|-|oxo|prop|an|oic acid,54497331.png
2170,13527974,(E)-6-methylsulfanylhex-2-ene,(|E|)|-|6|-|meth|yl|sulfan|yl|hex|-|2|-|ene,13527974.png
4310,19419861,2-(4-hydroxyphenyl)-2-sulfanylpropanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|2|-|sulfan|yl|prop|an|oic acid,19419861.png
7998,144318810,"1-cyclohepta-1,3,6-trien-1-ylcyclopropane-1-carboxylic acid","1|-|cyclo|hept|a|-|1|,|3|,|6|-|tri|en|-|1|-|yl|cyclo|prop|ane|-|1|-|carboxylic acid",144318810.png
2525,5364390,(E)-1-methylsulfanylbut-2-ene,(|E|)|-|1|-|meth|yl|sulfan|yl|but|-|2|-|ene,5364390.png
5920,69260089,3-(1-methylcyclohexyl)prop-2-enoic acid,3|-|(|1|-|meth|yl|cyclo|hex|yl|)|prop|-|2|-|en|oic acid,69260089.png
3958,13672308,(E)-3-(4-hydroxy-2-nitrophenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|hydroxy|-|2|-|nitrophen|yl|)|prop|-|2|-|en|oic acid,13672308.png
6293,87073193,2-(benzenecarbonothioyloxy)acetic acid,2|-|(|benze|nec|arbonothioyloxy|)|acet|ic acid,87073193.png
3089,194261,2-(4-hydroxyphenoxy)-2-methylpropanoic acid,2|-|(|4|-|hydroxy|phen|oxy|)|-|2|-|meth|yl|prop|an|oic acid,194261.png
1856,24884213,(2S)-2-bromopentane,(|2|S)|-|2|-|bromo|pent|ane,24884213.png
4838,24260159,"3-(3,4-dichlorophenyl)pentanoic acid","3|-|(|3|,|4|-|di|chloro|phen|yl|)|pent|an|oic acid",24260159.png
2924,11592,"2,5-dimethylhexane","2|,|5|-|di|meth|yl|hex|ane",11592.png
125,59,"2,3-dimethylpent-2-ene","2|,|3|-|di|meth|yl|pent|-|2|-|ene",59.png
4504,20659343,2-(4-aminophenyl)sulfanyl-2-methoxyacetic acid,2|-|(|4|-|amino|phen|yl|)|sulfan|yl|-|2|-|meth|oxy|acet|ic acid,20659343.png
7277,139619328,3-(4-phosphorosophenyl)propanoic acid,3|-|(|4|-|pho|s|phorosophen|yl|)|prop|an|oic acid,139619328.png
367,4,4-methylcyclohexanol,4|-|meth|yl|cyclo|hex|an|ol,4.png
794,4,N-methyl-2-phenylpropan-1-amine,N|-|meth|yl|-|2|-|phen|yl|prop|an|-|1|-|amine,4.png
3337,2193669,(Z)-4-(4-hydroxy-3-methoxyphenyl)-3-nitrobut-3-en-2-one,(|Z|)|-|4|-|(|4|-|hydroxy|-|3|-|meth|oxy|phen|yl|)|-|3|-|nitro|but|-|3|-|en|-|2|-|one,2193669.png
6593,118137004,"(Z)-3-(2,4-dihydroxy-6-methylphenyl)pent-3-enoic acid","(|Z|)|-|3|-|(|2|,|4|-|di|hydroxy|-|6|-|meth|yl|phen|yl|)|pent|-|3|-|en|oic acid",118137004.png
4327,19709516,2-(3-aminophenyl)-2-methoxyacetic acid,2|-|(|3|-|amino|phen|yl|)|-|2|-|meth|oxy|acet|ic acid,19709516.png
7197,138470284,"(Z)-4-(3-methoxy-1,2-oxazol-5-yl)pent-2-enoic acid","(|Z|)|-|4|-|(|3|-|meth|oxy|-|1|,|2|-|oxaz|ol|-|5|-|yl|)|pent|-|2|-|en|oic acid",138470284.png
5573,61975964,2-(4-fluoro-N-methylanilino)-2-oxoacetic acid,2|-|(|4|-|fluoro|-|N|-|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid,61975964.png
3842,12458824,2-hydroxy-2-(4-iodophenyl)acetic acid,2|-|hydroxy|-|2|-|(|4|-|iodo|phen|yl|)|acet|ic acid,12458824.png
4336,19770404,"3-(3,5-dichlorophenyl)-3-hydroxypropanoic acid","3|-|(|3|,|5|-|di|chloro|phen|yl|)|-|3|-|hydroxy|prop|an|oic acid",19770404.png
146,221,"1,1-bis(methylsulfanyl)ethene","1|,|1|-|bis|(|meth|yl|sulfan|yl|)|eth|ene",221.png
7992,144198135,(E)-3-[4-hydroxy-3-(hydroxyamino)phenyl]prop-2-enoic acid,(|E|)|-|3|-|[|4|-|hydroxy|-|3|-|(|hydroxy|amino|)|phen|yl|]|prop|-|2|-|en|oic acid,144198135.png
1222,134885468,(E)-1-prop-2-ynylsulfanylprop-1-ene,(|E|)|-|1|-|prop|-|2|-|yn|yl|sulfan|yl|prop|-|1|-|ene,134885468.png
4978,44558219,(E)-3-(4-hydroxy-3-methoxycyclohexyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|hydroxy|-|3|-|meth|oxy|cyclo|hex|yl|)|prop|-|2|-|en|oic acid,44558219.png
495,210,"2,2-dimethylbutanal","2|,|2|-|di|meth|yl|but|an|al",210.png
6626,118372086,2-[4-(methylamino)phenyl]sulfanylacetic acid,2|-|[|4|-|(|meth|yl|amino|)|phen|yl|]|sulfan|yl|acet|ic acid,118372086.png
4507,20670766,3-(4-methyl-5-sulfanylidenetetrazol-1-yl)propanoic acid,3|-|(|4|-|meth|yl|-|5|-|sulfan|yl|idenetetraz|ol|-|1|-|yl|)|prop|an|oic acid,20670766.png
829,94,"4-methoxy-1,3-benzodioxole","4|-|meth|oxy|-|1|,|3|-|benzo|dio|xole",94.png
848,168,2-methoxycarbonylbenzoic acid,2|-|meth|oxy|carbonyl|benz|oic acid,168.png
1790,53949144,"3,3-dichloropent-1-ene","3|,|3|-|di|chloro|pent|-|1|-|ene",53949144.png
4157,17579862,(2S)-2-phenylcyclopropane-1-carboxylic acid,(|2|S)|-|2|-|phen|yl|cyclo|prop|ane|-|1|-|carboxylic acid,17579862.png
1111,140583959,"(4S)-4,5-dimethylhex-1-yne","(|4|S)|-|4|,|5|-|di|meth|yl|hex|-|1|-|yne",140583959.png
429,107,3-ethoxy-4-methylhexane,3|-|eth|oxy|-|4|-|meth|yl|hex|ane,107.png
691,171,but-2-ynyl 2-methylprop-2-enoate,but|-|2|-|yn|yl| |2|-|meth|yl|prop|-|2|-|en|oate,171.png
3334,2063720,"(E)-3-(2,3-dichlorophenyl)prop-2-enoic acid","(|E|)|-|3|-|(|2|,|3|-|di|chloro|phen|yl|)|prop|-|2|-|en|oic acid",2063720.png
8060,145567388,2-(6-methyl-1-methylideneindazol-1-ium-3-yl)acetic acid,2|-|(|6|-|meth|yl|-|1|-|meth|yl|idene|indaz|ol|-|1|-|ium|-|3|-|yl|)|acet|ic acid,145567388.png
8038,144999211,"4-cyclohepta-1,3,6-trien-1-ylbutanoic acid","4|-|cyclo|hept|a|-|1|,|3|,|6|-|tri|en|-|1|-|yl|but|an|oic acid",144999211.png
6544,117779152,(E)-3-(4-amino-3-fluorophenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|amino|-|3|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid,117779152.png
4622,21818284,"2-(6-methyl-1,2-benzoxazol-3-yl)acetic acid","2|-|(|6|-|meth|yl|-|1|,|2|-|benzoxazol|-|3|-|yl|)|acet|ic acid",21818284.png
5760,67779468,(E)-3-(2-chloro-6-methylphenyl)-2-methylprop-2-enoic acid,(|E|)|-|3|-|(|2|-|chloro|-|6|-|meth|yl|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,67779468.png
2153,13663932,2-bromo-1-chlorobutane,2|-|bromo|-|1|-|chloro|but|ane,13663932.png
7305,139684045,"4,5-dihydro-1-benzothiophene-5-carboxylic acid","4|,|5|-|di|hydro|-|1|-|benzo|thio|phene|-|5|-|carboxylic acid",139684045.png
3070,141181,"3-(3,4-dichlorophenyl)propanoic acid","3|-|(|3|,|4|-|di|chloro|phen|yl|)|prop|an|oic acid",141181.png
5918,69238120,"5-methyl-4,5,6,7-tetrahydropyrazolo[1,5-a]pyridine-2-carboxylic acid","5|-|meth|yl|-|4|,|5|,|6|,|7|-|tetrahydro|p|yraz|olo[|1|,|5|-|a]|pyridine|-|2|-|carboxylic acid",69238120.png
2243,12714709,1-ethynylsulfanylpropane,1|-|eth|yn|yl|sulfan|yl|prop|ane,12714709.png
4699,22460484,2-phenyl-3-sulfanylbutanoic acid,2|-|phen|yl|-|3|-|sulfan|yl|but|an|oic acid,22460484.png
527,245,hexan-3-one,hex|an|-|3|-|one,245.png
3606,6971268,(2S)-2-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid,6971268.png
6869,123576303,2-fluoro-3-(2-methylpyridin-4-yl)prop-2-enoic acid,2|-|fluoro|-|3|-|(|2|-|meth|yl|pyridin|-|4|-|yl|)|prop|-|2|-|en|oic acid,123576303.png
1738,54475220,"3-fluorohexa-1,3-diene","3|-|fluoro|hex|a|-|1|,|3|-|di|ene",54475220.png
7739,141728069,2-hexan-2-yloxy-2-oxoacetic acid,2|-|hex|an|-|2|-|yl|oxy|-|2|-|oxo|acet|ic acid,141728069.png
2393,11062538,2-(bromomethyl)but-1-ene,2|-|(|bromo|meth|yl|)|but|-|1|-|ene,11062538.png
7449,140399131,"2-(5-hydroxy-4,6-dimethylbenzimidazol-1-yl)acetic acid","2|-|(|5|-|hydroxy|-|4|,|6|-|di|meth|yl|benzimidazol|-|1|-|yl|)|acet|ic acid",140399131.png
8179,153738197,(2R)-2-[(4-hydroxyphenyl)methyl]hexanoic acid,(|2|R|)|-|2|-|[|(|4|-|hydroxy|phen|yl|)|meth|yl|]|hex|an|oic acid,153738197.png
6608,118264389,"(2S)-2-(15N)azanyl-3-deuterio-3-(4-hydroxy(2,4,6-13C3)cyclohexa-1,3,5-trien-1-yl)(313C)propanoic acid","(|2|S)|-|2|-|(|15N|)|az|anyl|-|3|-|deuterio|-|3|-|(|4|-|hydroxy|(|2|,|4|,|6|-|1|3|C3|)|cyclo|hex|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|)|(|3|1|3|C)|prop|an|oic acid",118264389.png
534,123,6-methyl-3-propan-2-ylcyclohex-2-en-1-one,6|-|meth|yl|-|3|-|prop|an|-|2|-|yl|cyclo|hex|-|2|-|en|-|1|-|one,123.png
7682,141348404,2-[[4-(trifluoromethyl)phenyl]methylideneamino]acetic acid,2|-|[|[|4|-|(|tri|fluoro|meth|yl|)|phen|yl|]|meth|yl|idene|amino|]|acet|ic acid,141348404.png
1746,54397194,"3,3,4-trimethylhex-1-yne","3|,|3|,|4|-|tri|meth|yl|hex|-|1|-|yne",54397194.png
5850,68668777,(2S)-2-amino-3-(4-hydroxy-2-sulfanylphenyl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|-|2|-|sulfan|yl|phen|yl|)|prop|an|oic acid,68668777.png
5467,58266981,"3-thiatricyclo[5.2.1.02,6]deca-2(6),4-diene-4-carboxylic acid","3|-|t|h|iatricyclo|[|5.2|.1|.|02|,|6|]|dec|a|-|2|(|6|)|,|4|-|di|ene|-|4|-|carboxylic acid",58266981.png
1946,21684351,"N,N-dipropylthiohydroxylamine","N|,|N|-|di|prop|yl|thio|hydrox|yl|amine",21684351.png
1634,59070794,"(2E,4E)-2,3,4,5-tetradeuteriohexa-2,4-diene","(|2|E|,|4|E|)|-|2|,|3|,|4|,|5|-|tetra|deuterio|hex|a|-|2|,|4|-|di|ene",59070794.png
8018,144627639,"(E)-3-cyclohepta-1,3,5-trien-1-ylprop-2-enoic acid","(|E|)|-|3|-|cyclo|hept|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|prop|-|2|-|en|oic acid",144627639.png
2282,12550986,pentanoyl iodide,pent|an|oyl| |iodide,12550986.png
6026,70368806,"3-(3,4-dichlorophenyl)-2-oxobutanoic acid","3|-|(|3|,|4|-|di|chloro|phen|yl|)|-|2|-|oxo|but|an|oic acid",70368806.png
7154,136508557,(3Z)-3-(4-hydroxyphenyl)-3-methoxyiminopropanoic acid,(|3|Z)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|3|-|meth|oxyimino|prop|an|oic acid,136508557.png
1562,73656334,hex-1-ene-1-thiol,hex|-|1|-|ene|-|1|-|thiol,73656334.png
7711,141496452,2-(3-methylbut-2-enoxy)-2-oxoacetic acid,2|-|(|3|-|meth|yl|but|-|2|-|en|oxy|)|-|2|-|oxo|acet|ic acid,141496452.png
5324,54775776,(E)-3-(4-fluoro-2-methylphenyl)prop-2-enoic acid,(|E|)|-|3|-|(|4|-|fluoro|-|2|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid,54775776.png
5630,66619486,1-(4-hydroxyphenoxy)cyclopropane-1-carboxylic acid,1|-|(|4|-|hydroxy|phen|oxy|)|cyclo|prop|ane|-|1|-|carboxylic acid,66619486.png
798,100,N-methyl-2-phenoxyethanamine,N|-|meth|yl|-|2|-|phen|oxy|eth|an|amine,100.png
7467,140500963,(2R)-3-(4-hydroxyphenyl)-2-(methoxyamino)propanoic acid,(|2|R|)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|(|meth|oxy|amino|)|prop|an|oic acid,140500963.png
3987,14049930,"3-(3,5-difluoro-4-methoxyphenyl)propanoic acid","3|-|(|3|,|5|-|di|fluoro|-|4|-|meth|oxy|phen|yl|)|prop|an|oic acid",14049930.png
4289,19042125,4-(2-hydroxyphenyl)butanoate,4|-|(|2|-|hydroxy|phen|yl|)|but|an|oate,19042125.png
2197,13237176,1-bromo-3-methylidenepentane,1|-|bromo|-|3|-|meth|yl|idene|pent|ane,13237176.png
5505,58960136,3-(chloroamino)-3-(4-methylphenyl)propanoic acid,3|-|(|chloro|amino|)|-|3|-|(|4|-|meth|yl|phen|yl|)|prop|an|oic acid,58960136.png
145,233,"3-ethenylpenta-1,4-diene","3|-|eth|en|yl|pent|a|-|1|,|4|-|di|ene",233.png
