,cid,iupacname,label
5001,46781858,"1,1,1,3,3-pentadeuterio-4-(4-hydroxyphenyl)butan-2-one","1|,|1|,|1|,|3|,|3|-|penta|deuterio|-|4|-|(|4|-|hydroxy|phen|yl|)|but|an|-|2|-|one"
5002,46856386,3-(4-chlorophenyl)-2-methoxypropanoic acid,3|-|(|4|-|chloro|phen|yl|)|-|2|-|meth|oxy|prop|an|oic acid
5003,46863882,"(2S)-2-amino-3-(2,3-difluoro-4-hydroxyphenyl)propanoic acid","(|2|S)|-|2|-|amino|-|3|-|(|2|,|3|-|di|fluoro|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid"
5004,46926536,(2S)-2-hydroxy-3-(4-hydroxyphenyl)-2-sulfanylpropanoic acid,(|2|S)|-|2|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|sulfan|yl|prop|an|oic acid
5005,46932123,"2-amino-3-(4-hydroxy(613C)cyclohexa-1,3,5-trien-1-yl)propanoic acid","2|-|amino|-|3|-|(|4|-|hydroxy|(|61|3|C)|cyclo|hex|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|)|prop|an|oic acid"
5006,46937113,"3-(3,4-dihydroxyphenyl)-2-iminopropanoic acid","3|-|(|3|,|4|-|di|hydroxy|phen|yl|)|-|2|-|imino|prop|an|oic acid"
5007,49768040,3-(4-chlorophenyl)-2-sulfanylpropanoic acid,3|-|(|4|-|chloro|phen|yl|)|-|2|-|sulfan|yl|prop|an|oic acid
5008,49786064,3-(1-azoniabicyclo[2.2.2]octan-1-yl)propanoate,3|-|(|1|-|azoniabicyclo[|2.2|.2|]|oct|an|-|1|-|yl|)|prop|an|oate
5009,49786065,3-(1-azoniabicyclo[2.2.2]octan-1-yl)propanoic acid,3|-|(|1|-|azoniabicyclo[|2.2|.2|]|oct|an|-|1|-|yl|)|prop|an|oic acid
5010,49791615,(E)-2-(4-hydroxyphenyl)-3-phenylprop-2-enoic acid,(|E|)|-|2|-|(|4|-|hydroxy|phen|yl|)|-|3|-|phen|yl|prop|-|2|-|en|oic acid
5011,49844036,3-(4-sulfooxyphenyl)propanoic acid,3|-|(|4|-|sul|fo|oxy|phen|yl|)|prop|an|oic acid
5012,49859591,"3-cyclohexa-1,3-dien-1-yl-2-oxopropanoate","3|-|cyclo|hex|a|-|1|,|3|-|di|en|-|1|-|yl|-|2|-|oxo|prop|an|oate"
5013,49859592,"3-cyclohexa-1,3-dien-1-yl-2-oxopropanoic acid","3|-|cyclo|hex|a|-|1|,|3|-|di|en|-|1|-|yl|-|2|-|oxo|prop|an|oic acid"
5014,49866814,(2S)-3-(3-chloro-4-hydroxyphenyl)-2-(methylamino)propanoic acid,(|2|S)|-|3|-|(|3|-|chloro|-|4|-|hydroxy|phen|yl|)|-|2|-|(|meth|yl|amino|)|prop|an|oic acid
5015,50897575,3-(2-aminopyrimidin-5-yl)propanoic acid,3|-|(|2|-|amino|pyrimidin|-|5|-|yl|)|prop|an|oic acid
5016,50989695,"3-(2-amino-1,3-thiazol-5-yl)propanoic acid","3|-|(|2|-|amino|-|1|,|3|-|th|iazol|-|5|-|yl|)|prop|an|oic acid"
5017,50990571,"2-(2,5-difluorophenoxy)acetic acid","2|-|(|2|,|5|-|di|fluoro|phen|oxy|)|acet|ic acid"
5018,51371501,3-(4-iodophenyl)-2-sulfanylidenepropanoic acid,3|-|(|4|-|iodo|phen|yl|)|-|2|-|sulfan|yl|idene|prop|an|oic acid
5019,51373934,4-(4-hydroxyphenyl)butanoate,4|-|(|4|-|hydroxy|phen|yl|)|but|an|oate
5020,51386794,(E)-3-(5-fluoropyridin-3-yl)prop-2-enoate,(|E|)|-|3|-|(|5|-|fluoro|pyridin|-|3|-|yl|)|prop|-|2|-|en|oate
5021,51669531,(3R)-3-formamido-3-phenylpropanoic acid,(|3|R)|-|3|-|forma|mido|-|3|-|phen|yl|prop|an|oic acid
5022,51888058,"(1R,2S)-2-(3-fluorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2S|)|-|2|-|(|3|-|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid"
5023,51888064,"(1R,2S)-2-(3,4-difluorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2S|)|-|2|-|(|3|,|4|-|di|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid"
5024,51888166,"(1R,2R)-2-(2,5-difluorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2R|)|-|2|-|(|2|,|5|-|di|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid"
5025,51896401,"(3R)-4,4,4-trifluoro-3-phenylbutanoic acid","(|3|R)|-|4|,|4|,|4|-|tri|fluoro|-|3|-|phen|yl|but|an|oic acid"
5026,52327147,"3-(2,5-dimethylthiophen-3-yl)propanoate","3|-|(|2|,|5|-|di|meth|ylthi|ophen|-|3|-|yl|)|prop|an|oate"
5027,52327148,"3-(2,5-dimethylthiophen-3-yl)propanoic acid","3|-|(|2|,|5|-|di|meth|ylthi|ophen|-|3|-|yl|)|prop|an|oic acid"
5028,53222577,3-(4-hydroxyphenyl)pyridine-2-carboxylic acid,3|-|(|4|-|hydroxy|phen|yl|)|pyridine|-|2|-|carboxylic acid
5029,53249805,3-(1H-indazol-5-yl)propanoic acid,3|-|(|1H|-|indaz|ol|-|5|-|yl|)|prop|an|oic acid
5030,53256654,3-(3-methylphenyl)oxirane-2-carboxylic acid,3|-|(|3|-|meth|yl|phen|yl|)|oxirane|-|2|-|carboxylic acid
5031,53275969,"3-(3,4-dimethylphenyl)-2-methylpropanoic acid","3|-|(|3|,|4|-|di|meth|yl|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid"
5032,53394873,3-(2-formylphenyl)prop-2-enoic acid,3|-|(|2|-|form|yl|phen|yl|)|prop|-|2|-|en|oic acid
5033,53395407,"3-(2,4-dimethylphenyl)prop-2-enoic acid","3|-|(|2|,|4|-|di|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5034,53400271,"2-(2,5-difluorophenyl)-2-fluoroacetic acid","2|-|(|2|,|5|-|di|fluoro|phen|yl|)|-|2|-|fluoro|acet|ic acid"
5035,53400425,2-chloro-2-(2-fluoro-5-methylphenyl)acetic acid,2|-|chloro|-|2|-|(|2|-|fluoro|-|5|-|meth|yl|phen|yl|)|acet|ic acid
5036,53400832,3-(6-aminopyridin-3-yl)prop-2-enoic acid,3|-|(|6|-|amino|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid
5037,53401562,"3-(2,3,4,5-tetrafluorophenyl)prop-2-enoic acid","3|-|(|2|,|3|,|4|,|5|-|tetra|fluoro|phen|yl|)|prop|-|2|-|en|oic acid"
5038,53401574,"3-(2,4-dichloro-5-fluorophenyl)prop-2-enoic acid","3|-|(|2|,|4|-|di|chloro|-|5|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid"
5039,53401635,3-(2-fluoro-4-hydroxyphenyl)prop-2-enoic acid,3|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid
5040,53401676,"3-(3,5-dimethylphenyl)prop-2-enoic acid","3|-|(|3|,|5|-|di|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5041,53401722,"3-(4,5-dimethylfuran-2-yl)prop-2-enoic acid","3|-|(|4|,|5|-|di|meth|yl|fura|n|-|2|-|yl|)|prop|-|2|-|en|oic acid"
5042,53401752,3-(4-butylphenyl)prop-2-enoic acid,3|-|(|4|-|but|yl|phen|yl|)|prop|-|2|-|en|oic acid
5043,53401827,3-(5-chlorothiophen-2-yl)prop-2-enoic acid,3|-|(|5|-|chloro|thio|phen|-|2|-|yl|)|prop|-|2|-|en|oic acid
5044,53401842,3-(6-methoxypyridin-3-yl)prop-2-enoic acid,3|-|(|6|-|meth|oxy|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid
5045,53401851,3-cyclopentylprop-2-enoic acid,3|-|cyclo|pent|yl|prop|-|2|-|en|oic acid
5046,53401853,"3-(2,4,6-trimethylphenyl)prop-2-enoic acid","3|-|(|2|,|4|,|6|-|tri|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5047,53401858,4-phenylbut-2-enoic acid,4|-|phen|yl|but|-|2|-|en|oic acid
5048,53402634,2-(5-chloro-2-fluorophenyl)-2-fluoroacetic acid,2|-|(|5|-|chloro|-|2|-|fluoro|phen|yl|)|-|2|-|fluoro|acet|ic acid
5049,53403420,"3-(2,6-dimethylphenyl)prop-2-enoic acid","3|-|(|2|,|6|-|di|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5050,53403877,"3-(2,4,6-trifluorophenyl)propanoic acid","3|-|(|2|,|4|,|6|-|tri|fluoro|phen|yl|)|prop|an|oic acid"
5051,53403921,3-(2-chloro-4-hydroxyphenyl)prop-2-enoic acid,3|-|(|2|-|chloro|-|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid
5052,53403923,3-[2-chloro-4-(trifluoromethyl)phenyl]propanoic acid,3|-|[|2|-|chloro|-|4|-|(|tri|fluoro|meth|yl|)|phen|yl|]|prop|an|oic acid
5053,53404335,3-(4-hydroxy-2-methylphenyl)prop-2-enoic acid,3|-|(|4|-|hydroxy|-|2|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid
5054,53405184,"3-(4,5-dimethylfuran-2-yl)propanoic acid","3|-|(|4|,|5|-|di|meth|yl|fura|n|-|2|-|yl|)|prop|an|oic acid"
5055,53405650,"2-chloro-2-(2,5-difluorophenyl)acetic acid","2|-|chloro|-|2|-|(|2|,|5|-|di|fluoro|phen|yl|)|acet|ic acid"
5056,53405935,2-(2-chloro-5-methylphenyl)-2-fluoroacetic acid,2|-|(|2|-|chloro|-|5|-|meth|yl|phen|yl|)|-|2|-|fluoro|acet|ic acid
5057,53407694,3-(2-methylpyridin-3-yl)propanoic acid,3|-|(|2|-|meth|yl|pyridin|-|3|-|yl|)|prop|an|oic acid
5058,53409112,"2-chloro-2-(3,4-difluorophenyl)acetic acid","2|-|chloro|-|2|-|(|3|,|4|-|di|fluoro|phen|yl|)|acet|ic acid"
5059,53411281,"3-(2,4,5-trimethylphenyl)prop-2-enoic acid","3|-|(|2|,|4|,|5|-|tri|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5060,53412204,2-(3-fluorophenyl)-2-methoxyacetic acid,2|-|(|3|-|fluoro|phen|yl|)|-|2|-|meth|oxy|acet|ic acid
5061,53416654,3-(2-bromo-4-hydroxy-5-methoxyphenyl)prop-2-enoic acid,3|-|(|2|-|bromo|-|4|-|hydroxy|-|5|-|meth|oxy|phen|yl|)|prop|-|2|-|en|oic acid
5062,53417215,"3-(2,6-dimethylcyclohex-2-en-1-yl)prop-2-enoic acid","3|-|(|2|,|6|-|di|meth|yl|cyclo|hex|-|2|-|en|-|1|-|yl|)|prop|-|2|-|en|oic acid"
5063,53417359,3-amino-3-(3-chloro-4-hydroxyphenyl)propanoic acid,3|-|amino|-|3|-|(|3|-|chloro|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid
5064,53420998,3-chloro-3-(4-hydroxyphenyl)propanoic acid,3|-|chloro|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
5065,53422853,"2-chloro-2-(2,4-dichlorophenoxy)acetic acid","2|-|chloro|-|2|-|(|2|,|4|-|di|chloro|phen|oxy|)|acet|ic acid"
5066,53425722,3-(cyclopenten-1-yl)prop-2-enoic acid,3|-|(|cyclo|pent|en|-|1|-|yl|)|prop|-|2|-|en|oic acid
5067,53427419,3-(4-fluorophenyl)but-2-enoic acid,3|-|(|4|-|fluoro|phen|yl|)|but|-|2|-|en|oic acid
5068,53435299,"3-(3,5-difluoro-4-methoxyphenyl)prop-2-enoic acid","3|-|(|3|,|5|-|di|fluoro|-|4|-|meth|oxy|phen|yl|)|prop|-|2|-|en|oic acid"
5069,53438140,2-(N-chloroanilino)acetic acid,2|-|(|N|-|chloro|anilino|)|acet|ic acid
5070,53438459,(4-acetylphenyl)methyl hydrogen carbonate,(|4|-|acet|yl|phen|yl|)|meth|yl| |hydrogen| |carbonate
5071,53438895,3-(4-chlorophenyl)-2-isocyanobutanoate,3|-|(|4|-|chloro|phen|yl|)|-|2|-|iso|cyano|but|an|oate
5072,53440648,"2,3-dihydroxy-3-(4-hydroxyphenyl)propanoic acid","2|,|3|-|di|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid"
5073,53443511,2-(methylideneamino)-3-phenylpropanoic acid,2|-|(|meth|yl|idene|amino|)|-|3|-|phen|yl|prop|an|oic acid
5074,53443624,2-(4-chlorophenyl)-2-isocyanopropanoic acid,2|-|(|4|-|chloro|phen|yl|)|-|2|-|iso|cyano|prop|an|oic acid
5075,53446110,2-(4-hydroxybenzoyl)prop-2-enoic acid,2|-|(|4|-|hydroxy|benz|oyl|)|prop|-|2|-|en|oic acid
5076,53448686,2-cyano-3-(4-methylphenyl)prop-2-enoate,2|-|cyano|-|3|-|(|4|-|meth|yl|phen|yl|)|prop|-|2|-|en|oate
5077,53486354,2-(2-chloro-4-hydroxyphenoxy)acetic acid,2|-|(|2|-|chloro|-|4|-|hydroxy|phen|oxy|)|acet|ic acid
5078,53628439,amino-[(4-hydroxyphenyl)methyl]carbamic acid,amino|-|[|(|4|-|hydroxy|phen|yl|)|meth|yl|]|carbamic acid
5079,53631523,"1,3,4,5,7-pentamethyl-2,3-dihydro-1H-indene-2-carboxylic acid","1|,|3|,|4|,|5|,|7|-|penta|meth|yl|-|2|,|3|-|di|hydro|-|1H|-|inden|e|-|2|-|carboxylic acid"
5080,53638164,(2R)-3-phenyl-2-(sulfonylamino)propanoic acid,(|2|R|)|-|3|-|phen|yl|-|2|-|(|sulfon|yl|amino|)|prop|an|oic acid
5081,53639796,(2S)-2-amino-3-[2-fluoro-6-(fluoromethyl)-4-hydroxyphenyl]propanoic acid,(|2|S)|-|2|-|amino|-|3|-|[|2|-|fluoro|-|6|-|(|fluoro|meth|yl|)|-|4|-|hydroxy|phen|yl|]|prop|an|oic acid
5082,53643680,"3-(2,3,4,5,6-pentachlorophenyl)prop-2-enoic acid","3|-|(|2|,|3|,|4|,|5|,|6|-|penta|chloro|phen|yl|)|prop|-|2|-|en|oic acid"
5083,53650026,2-(4-methylphenoxy)-2-oxoacetic acid,2|-|(|4|-|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid
5084,53651473,(2S)-2-amino-3-(4-hydroxypyridin-1-ium-1-yl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|pyridin|-|1|-|ium|-|1|-|yl|)|prop|an|oic acid
5085,53653871,"3-(2,5-dihydroxyphenyl)-2-oxopropanoic acid","3|-|(|2|,|5|-|di|hydroxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid"
5086,53672767,"(2,4-dimethylphenyl)methyl hydrogen carbonate","(|2|,|4|-|di|meth|yl|phen|yl|)|meth|yl| |hydrogen| |carbonate"
5087,53682046,"4-(2-amino-1,3-thiazol-5-yl)butanoic acid","4|-|(|2|-|amino|-|1|,|3|-|th|iazol|-|5|-|yl|)|but|an|oic acid"
5088,53689893,2-(2-methyl-4-nitrophenoxy)-2-oxoacetic acid,2|-|(|2|-|meth|yl|-|4|-|nitro|phen|oxy|)|-|2|-|oxo|acet|ic acid
5089,53692616,3-[4-(fluoromethyl)phenyl]propanoic acid,3|-|[|4|-|(|fluoro|meth|yl|)|phen|yl|]|prop|an|oic acid
5090,53704300,3-(4-cyano-2H-thiopyran-6-yl)prop-2-enoic acid,3|-|(|4|-|cyano|-|2|H|-|thiopyran|-|6|-|yl|)|prop|-|2|-|en|oic acid
5091,53704413,3-(4-prop-1-en-2-ylphenyl)propanoic acid,3|-|(|4|-|prop|-|1|-|en|-|2|-|yl|phen|yl|)|prop|an|oic acid
5092,53704813,3-(2-methoxy-4-methylphenyl)propanoic acid,3|-|(|2|-|meth|oxy|-|4|-|meth|yl|phen|yl|)|prop|an|oic acid
5093,53710177,2-hydroxy-2-(3-methoxy-4-methylphenyl)acetic acid,2|-|hydroxy|-|2|-|(|3|-|meth|oxy|-|4|-|meth|yl|phen|yl|)|acet|ic acid
5094,53716925,"2-oxo-2-(2,2,2-trifluoroethoxy)acetic acid","2|-|oxo|-|2|-|(|2|,|2|,|2|-|tri|fluoro|eth|oxy|)|acet|ic acid"
5095,53719026,"2-(2,4-dimethylphenoxy)-2-oxoacetic acid","2|-|(|2|,|4|-|di|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid"
5096,53724498,2-oxo-3-phenyldiazenylbutanoic acid,2|-|oxo|-|3|-|phen|yl|di|azen|yl|but|an|oic acid
5097,53732292,"2-(2,4-diethylphenoxy)-2-oxoacetic acid","2|-|(|2|,|4|-|di|eth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid"
5098,53737782,(2S)-2-amino-3-(4-hydroxyphenyl)butanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|phen|yl|)|but|an|oic acid
5099,53743051,3-(2-bicyclo[2.2.1]heptanyl)prop-2-enoic acid,3|-|(|2|-|bicyclo|[|2.2|.1|]|hept|an|yl|)|prop|-|2|-|en|oic acid
5100,53743661,(2S)-2-(fluoroamino)-3-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|(|fluoro|amino|)|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
5101,53744722,"3-(1,2,2-trimethylcyclohexyl)prop-2-enoic acid","3|-|(|1|,|2|,|2|-|tri|meth|yl|cyclo|hex|yl|)|prop|-|2|-|en|oic acid"
5102,53748313,(2S)-2-(4-aminoanilino)propanoic acid,(|2|S)|-|2|-|(|4|-|amino|anilino|)|prop|an|oic acid
5103,53752348,"2-chloro-3-(2,3,4,5,6-pentachlorophenyl)prop-2-enoic acid","2|-|chloro|-|3|-|(|2|,|3|,|4|,|5|,|6|-|penta|chloro|phen|yl|)|prop|-|2|-|en|oic acid"
5104,53752696,3-(4-hydroxy-2-sulfanylphenyl)prop-2-enoic acid,3|-|(|4|-|hydroxy|-|2|-|sulfan|yl|phen|yl|)|prop|-|2|-|en|oic acid
5105,53760171,"3-(3-methyl-1,2-oxazol-5-yl)prop-2-enoic acid","3|-|(|3|-|meth|yl|-|1|,|2|-|oxaz|ol|-|5|-|yl|)|prop|-|2|-|en|oic acid"
5106,53764402,3-(3-hydroxyphenyl)-2-oxopropaneperoxoic acid,3|-|(|3|-|hydroxy|phen|yl|)|-|2|-|oxo|prop|ane|perox|oic acid
5107,53765375,"3-(4-methylidenecyclohexa-1,5-dien-1-yl)prop-2-enoic acid","3|-|(|4|-|meth|yl|idene|cyclo|hex|a|-|1|,|5|-|di|en|-|1|-|yl|)|prop|-|2|-|en|oic acid"
5108,53768699,"3-(4,5-dimethylfuran-2-yl)-2-sulfanylidenepropanoic acid","3|-|(|4|,|5|-|di|meth|yl|fura|n|-|2|-|yl|)|-|2|-|sulfan|yl|idene|prop|an|oic acid"
5109,53772016,3-(oxan-4-yl)prop-2-enoic acid,3|-|(|oxan|-|4|-|yl|)|prop|-|2|-|en|oic acid
5110,53777870,"2-(5-hydroxy-4,6-dimethyl-1,3-benzoxazol-2-yl)acetic acid","2|-|(|5|-|hydroxy|-|4|,|6|-|di|meth|yl|-|1|,|3|-|benzoxazol|-|2|-|yl|)|acet|ic acid"
5111,53778661,3-(3-sulfanylphenyl)prop-2-enoic acid,3|-|(|3|-|sulfan|yl|phen|yl|)|prop|-|2|-|en|oic acid
5112,53779582,"2-(6-hydroxy-3,4-dihydro-1H-isochromen-1-yl)acetic acid","2|-|(|6|-|hydroxy|-|3|,|4|-|di|hydro|-|1H|-|iso|chro|men|-|1|-|yl|)|acet|ic acid"
5113,53790662,"3-(2,5-dimethylphenyl)-3-hydroxypropanoic acid","3|-|(|2|,|5|-|di|meth|yl|phen|yl|)|-|3|-|hydroxy|prop|an|oic acid"
5114,53791040,3-(2-bicyclo[2.2.1]hept-3-enyl)prop-2-enoic acid,3|-|(|2|-|bicyclo|[|2.2|.1|]|hept|-|3|-|en|yl|)|prop|-|2|-|en|oic acid
5115,53795099,2-(4-fluorobenzoyl)oxyacetic acid,2|-|(|4|-|fluoro|benz|oyl)|oxy|acet|ic acid
5116,53799593,3-(6-acetamido-5-methylpyridin-3-yl)prop-2-enoic acid,3|-|(|6|-|aceta|mido|-|5|-|meth|yl|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid
5117,53811661,3-(2-hydroperoxyphenyl)prop-2-enoic acid,3|-|(|2|-|hydro|peroxy|phen|yl|)|prop|-|2|-|en|oic acid
5118,53821233,3-(2-chlorocyclohexyl)prop-2-enoic acid,3|-|(|2|-|chloro|cyclo|hex|yl|)|prop|-|2|-|en|oic acid
5119,53826440,(2S)-2-(N-fluoroanilino)propanoic acid,(|2|S)|-|2|-|(|N|-|fluoro|anilino|)|prop|an|oic acid
5120,53828718,(2-chlorophenyl)methyl hydrogen carbonate,(|2|-|chloro|phen|yl|)|meth|yl| |hydrogen| |carbonate
5121,53830247,cycloheptylmethyl hydrogen carbonate,cyclo|hept|yl|meth|yl| |hydrogen| |carbonate
5122,53841693,[methylsulfanyl(phenyl)methyl] hydrogen carbonate,[|meth|yl|sulfan|yl|(|phen|yl|)|meth|yl|]| |hydrogen| |carbonate
5123,53851513,2-[(3-chlorophenyl)diazenyl]acetic acid,2|-|[|(|3|-|chloro|phen|yl|)|di|azen|yl|]|acet|ic acid
5124,53853840,"2-cyano-3-(3,4-dihydroxy-5-methylphenyl)prop-2-enoic acid","2|-|cyano|-|3|-|(|3|,|4|-|di|hydroxy|-|5|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid"
5125,53857280,4-(4-hydroxyphenyl)but-3-enoic acid,4|-|(|4|-|hydroxy|phen|yl|)|but|-|3|-|en|oic acid
5126,53869434,(2S)-3-(4-fluorophenyl)-2-(hydroxyamino)propanoic acid,(|2|S)|-|3|-|(|4|-|fluoro|phen|yl|)|-|2|-|(|hydroxy|amino|)|prop|an|oic acid
5127,53878048,3-(6-ethoxypyridin-3-yl)prop-2-enoic acid,3|-|(|6|-|eth|oxy|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid
5128,53879532,"3-cyclopenta-1,3-dien-1-ylprop-2-enoic acid","3|-|cyclo|pent|a|-|1|,|3|-|di|en|-|1|-|yl|prop|-|2|-|en|oic acid"
5129,53882413,"3-(3,4-dihydroxyphenyl)-2-methoxyprop-2-enoic acid","3|-|(|3|,|4|-|di|hydroxy|phen|yl|)|-|2|-|meth|oxy|prop|-|2|-|en|oic acid"
5130,53885198,2-(4-methoxy-2-methylphenoxy)-2-oxoacetic acid,2|-|(|4|-|meth|oxy|-|2|-|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid
5131,53897304,6-diazo-2-oxohexanoic acid,6|-|di|azo|-|2|-|oxohex|an|oic acid
5132,53897500,3-(4-hydroxyphenyl)-2-methoxyprop-2-enoic acid,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|oxy|prop|-|2|-|en|oic acid
5133,53899541,4-(4-hydroxyphenyl)hex-4-en-3-one,4|-|(|4|-|hydroxy|phen|yl|)|hex|-|4|-|en|-|3|-|one
5134,53899638,3-(3-azido-2-hydroxyphenyl)propanoic acid,3|-|(|3|-|azido|-|2|-|hydroxy|phen|yl|)|prop|an|oic acid
5135,53903451,"carboxy 2,3-dimethylthiane-4-carboxylate","carboxy| |2|,|3|-|di|meth|ylthiane|-|4|-|carboxylate"
5136,53905572,2-oxopropyl (2S)-2-(4-hydroxyphenyl)propanoate,2|-|oxo|prop|yl| |(|2S|)|-|2|-|(|4|-|hydroxy|phen|yl|)|prop|an|oate
5137,53912888,3-(ethylperoxymethyl)oxirane-2-carboxylic acid,3|-|(|eth|yl|peroxy|meth|yl|)|oxirane|-|2|-|carboxylic acid
5138,53915150,3-(2-fluoro-4-hydroxyphenyl)-2-oxopropanoic acid,3|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|oxo|prop|an|oic acid
5139,53932530,3-(5-chloropyridin-3-yl)prop-2-enoic acid,3|-|(|5|-|chloro|pyridin|-|3|-|yl|)|prop|-|2|-|en|oic acid
5140,53936267,"3-(2,3,5,6-tetrafluorophenyl)propanoic acid","3|-|(|2|,|3|,|5|,|6|-|tetra|fluoro|phen|yl|)|prop|an|oic acid"
5141,53939588,2-[(4-methylcyclohexyl)methoxy]acetic acid,2|-|[|(|4|-|meth|yl|cyclo|hex|yl|)|meth|oxy|]|acet|ic acid
5142,53940797,"(1R,2R)-2-(3,5-dichlorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2R|)|-|2|-|(|3|,|5|-|di|chloro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid"
5143,53945906,"3-(2-methyl-1,3-oxazol-5-yl)propanoic acid","3|-|(|2|-|meth|yl|-|1|,|3|-|oxaz|ol|-|5|-|yl|)|prop|an|oic acid"
5144,53948215,2-(2-chloro-4-fluorophenyl)ethyl hydrogen carbonate,2|-|(|2|-|chloro|-|4|-|fluoro|phen|yl|)|eth|yl| |hydrogen| |carbonate
5145,53949099,3-(4-ethenylphenyl)prop-2-enoic acid,3|-|(|4|-|eth|en|yl|phen|yl|)|prop|-|2|-|en|oic acid
5146,53952669,3-(3-sulfanylphenyl)propanoic acid,3|-|(|3|-|sulfan|yl|phen|yl|)|prop|an|oic acid
5147,53960997,2-hydroxy-3-(4-hydroxyphenyl)-2-methylpropanoic acid,2|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid
5148,53966447,"(1S,3S)-1,3-dimethyl-2,3-dihydro-1H-indene-2-carboxylic acid","(|1|S|,|3S)|-|1|,|3|-|di|meth|yl|-|2|,|3|-|di|hydro|-|1H|-|inden|e|-|2|-|carboxylic acid"
5149,53968093,3-(4-fluorocyclohexyl)-2-methylprop-2-enoic acid,3|-|(|4|-|fluoro|cyclo|hex|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid
5150,53973592,3-(3-chloro-2-sulfanylphenyl)propanoic acid,3|-|(|3|-|chloro|-|2|-|sulfan|yl|phen|yl|)|prop|an|oic acid
5151,53982447,2-hydroxy-2-(4-hydroxyphenyl)-2-methoxyacetic acid,2|-|hydroxy|-|2|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|oxy|acet|ic acid
5152,53983370,3-(3-bromothiophen-2-yl)-2-oxopropanoic acid,3|-|(|3|-|bromothiophen|-|2|-|yl|)|-|2|-|oxo|prop|an|oic acid
5153,53992594,"2-(2,5-dichloro-3-methylphenyl)-2-sulfanylacetic acid","2|-|(|2|,|5|-|di|chloro|-|3|-|meth|yl|phen|yl|)|-|2|-|sulfan|yl|acet|ic acid"
5154,53995365,3-(4-hydroxyphenyl)-2-oxopropaneperoxoic acid,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|oxo|prop|ane|perox|oic acid
5155,53995909,"(2S)-2-(difluoroamino)-2,3-difluoro-3-(4-hydroxyphenyl)propanoic acid","(|2|S)|-|2|-|(|di|fluoro|amino|)|-|2|,|3|-|di|fluoro|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid"
5156,53996910,"3-(7-oxabicyclo[4.1.0]hepta-1,3,5-trien-2-yl)prop-2-enoic acid","3|-|(|7|-|oxa|bicyclo|[|4.1|.0|]|hept|a|-|1|,|3|,|5|-|tri|en|-|2|-|yl|)|prop|-|2|-|en|oic acid"
