,cid,iupacname
4614,118368412.png,"2-(3,5-difluorophenyl)pent-4-enoic acid"
4615,118370749.png,"(2S,4R)-5-(4-hydroxyphenyl)-2,4-dimethylpentanoic acid"
4616,118372086.png,2-[4-(methylamino)phenyl]sulfanylacetic acid
4617,118389074.png,"3-[(1S)-3,4-dimethylcyclohex-3-en-1-yl]propanoic acid"
4618,118404240.png,2-amino-3-(4-(18O)oxidanylphenyl)propanoic acid
4619,118404243.png,2-(4-(18O)oxidanylphenyl)acetic acid
4620,118433121.png,2-(5-bromothiophen-3-yl)cyclopropane-1-carboxylic acid
4621,118433387.png,2-[4-(hydroxymethyl)-2-methoxyphenoxy]-2-oxoacetic acid
4622,118433390.png,2-[[4-(hydroxymethyl)cyclohexyl]methoxy]-2-oxoacetic acid
4623,118433981.png,(3R)-3-amino-3-(4-hydroxyphenyl)-2-methoxypropanoic acid
4624,118438723.png,2-(aminodiazenyl)-3-(4-methylphenyl)propanoic acid
4625,118444649.png,5-(sulfanylmethyl)-1-benzothiophene-2-carboxylic acid
4626,118444655.png,3-ethoxy-5-methyl-1-benzothiophene-2-carboxylic acid
4627,118471154.png,"4-(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)but-2-enoic acid"
4628,118494436.png,2-[[4-chloro-3-(fluoromethyl)phenyl]methylamino]-2-oxoacetic acid
4629,118498397.png,"(2R)-2-methoxy-2-(2,3,4-trifluorophenyl)acetic acid"
4630,118498398.png,"2-methoxy-2-(2,3,4-trifluorophenyl)acetic acid"
4631,118498400.png,"(2S)-2-methoxy-2-(2,3,4-trifluorophenyl)acetic acid"
4632,118513551.png,(2R)-2-fluoro-2-(N-fluoroanilino)propanoic acid
4633,118524437.png,"2-(2-amino-5-chloro-1,3-thiazol-4-yl)butanoic acid"
4634,118527025.png,"6-hydroxyhexa-2,5-dienoic acid"
4635,118533432.png,4-(2-methylsulfonylethyl)piperazin-1-amine
4636,118533857.png,3-(4-aminopiperazin-1-yl)propanoic acid
4637,118537230.png,3-(3-azido-4-hydroxyphenyl)propanoic acid
4638,118540313.png,"2-(dichloroamino)-3-(2,3-dichlorophenyl)propanoic acid"
4639,118540314.png,"(2S)-2,3-dichloro-2-(dichloroamino)-3-phenylpropanoic acid"
4640,118541067.png,2-ethyl-3-(3-methylphenyl)oxirane-2-carboxylic acid
4641,118551183.png,(Z)-2-fluoro-3-(5-fluoropyridin-2-yl)prop-2-enoic acid
4642,118552179.png,3-[4-hydroxy-3-(hydroxymethyl)-5-methoxyphenyl]propanoic acid
4643,118556734.png,3-(2-bicyclo[2.2.1]hept-3-enyl)propanoic acid
4644,118561775.png,(2S)-2-(fluorosulfonylamino)-3-(4-hydroxyphenyl)propanoic acid
4645,118565578.png,"2-(4-oxatricyclo[4.2.1.03,7]nonan-2-yloxy)-2-oxoacetic acid"
4646,118565579.png,"2-oxo-2-[(5-oxo-4-oxatricyclo[4.2.1.03,7]nonan-2-yl)oxy]acetic acid"
4647,118565583.png,2-oxo-2-(2-oxooxolan-3-yl)oxyacetic acid
4648,118565588.png,"2-oxo-2-[(5-oxo-4-oxatricyclo[4.2.1.03,7]nonan-2-yl)sulfanyl]acetic acid"
4649,118565589.png,"2-(4-oxatricyclo[4.2.1.03,7]nonan-2-ylsulfanyl)-2-oxoacetic acid"
4650,118565594.png,2-oxo-2-phenylsulfanylacetic acid
4651,118565596.png,2-cyclohexylsulfanyl-2-oxoacetic acid
4652,118568304.png,"2-[(5,5-dioxo-4-oxa-5lambda6-thiatricyclo[4.2.1.03,7]nonan-2-yl)oxy]-2-oxoacetic acid"
4653,118568305.png,2-(4-cyanophenoxy)-2-oxoacetic acid
4654,118568426.png,2-(4-cyanophenyl)sulfanyl-2-oxoacetic acid
4655,118603742.png,(E)-3-(5-hydroxypyridin-2-yl)-2-methylprop-2-enoic acid
4656,118603745.png,(E)-3-(4-hydroxyfuran-2-yl)but-2-enoic acid
4657,118611705.png,"2,3-dioxo-3-pyrrolidin-1-ylpropanoic acid"
4658,118618010.png,3-phenyl-2-phosphanylpropanoic acid
4659,118618984.png,2-(2-fluoro-4-hydroxyphenyl)cyclopropane-1-carboxylic acid
4660,118619287.png,methyl 4-ethoxy-3-(4-hydroxyphenyl)butanoate
4661,118619427.png,2-(4-amino-2-fluorophenyl)cyclopropane-1-carboxylic acid
4662,118623291.png,(Z)-3-(3-aminophenyl)-2-fluoroprop-2-enoic acid
4663,118625510.png,"2-(3-chloro-2H-1,3-benzothiazol-2-yl)-2-oxoacetic acid"
4664,118632672.png,"tricyclo[5.2.1.02,6]deca-3,8-diene-4-carboxylic acid"
4665,118632673.png,"tricyclo[5.2.1.02,6]deca-3,8-diene-8-carboxylic acid"
4666,118642129.png,"(E)-2-cyano-3-(2,3,5,6-tetrafluoro-4-methylphenyl)prop-2-enoic acid"
4667,118643860.png,"2-(4-amino-3-methylphenyl)-3,3,3-trifluoro-2-hydroxypropanoic acid"
4668,118646969.png,"2,2-difluoro-2-(4-fluorocyclohexyl)acetic acid"
4669,118647104.png,"2-(3-chloro-2-methylphenyl)-2,2-difluoroacetic acid"
4670,118647105.png,"2,2-difluoro-2-(3-fluoro-2-methylphenyl)acetic acid"
4671,118647168.png,"2,2-difluoro-2-(4-methylcyclohexyl)acetic acid"
4672,118656182.png,"2-[(3R)-6-hydroxy-2,3-dihydro-1-benzofuran-3-yl]propanoic acid"
4673,118657969.png,"2-[(1R)-6-hydroxy-1,2,3,4-tetrahydronaphthalen-1-yl]acetic acid"
4674,118658798.png,1-(5-bromo-2-chloro-4-fluorophenyl)ethyl hydrogen carbonate
4675,118663110.png,"2-hydroxy-2-methyl-3-(3,4,4-trimethylcyclohexen-1-yl)propanoic acid"
4676,118665958.png,"3-(4,5-dihydro-1,3-oxazol-2-yl)-3-methoxypropanoic acid"
4677,118665959.png,"3-(4,5-dihydro-1,3-oxazol-2-yl)-2-methoxypropanoic acid"
4678,118665991.png,"3-(2-methoxy-4,5-dihydro-1,3-oxazol-4-yl)propanoic acid"
4679,118679138.png,"1,1a,1b,2,3,4,5,5a,6,6a-decahydrocyclopropa[a]indene-1-carboxylic acid"
4680,118728149.png,(E)-3-(6-amino-2-ethoxypyridin-3-yl)prop-2-enoic acid
4681,118728150.png,(E)-3-(5-amino-3-ethoxypyrazin-2-yl)prop-2-enoic acid
4682,118796915.png,19-(4-hydroxyphenyl)nonadecanoate
4683,118797106.png,"3-deuterio-3-(2,3,4,5,6-pentadeuteriophenyl)prop-2-enoic acid"
4684,118817795.png,(E)-3-(4-amino-3-methylphenyl)prop-2-enoic acid
4685,118854690.png,"(E)-3-(2,3-dichloro-4-methylphenyl)prop-2-enoic acid"
4686,118863829.png,(E)-3-(4-hydroxy-1-bicyclo[2.2.2]octanyl)prop-2-enoic acid
4687,118863835.png,(E)-3-(4-methoxy-1-bicyclo[2.2.2]octanyl)prop-2-enoic acid
4688,118872187.png,(E)-3-(4-ethyl-5-oxotetrazol-1-yl)prop-2-enoic acid
4689,118875289.png,3-(2-fluoro-5-formylphenyl)propanoic acid
4690,118878351.png,2-(4-chlorophenyl)-1-fluorocyclopropane-1-carboxylic acid
4691,118884274.png,"3-cyclohexa-1,5-dien-1-yloxirane-2-carboxylic acid"
4692,118900114.png,"(2S,4aR)-4a,5,6-trimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalene-2-carboxylic acid"
4693,118906484.png,2-(aminodiazenyl)-2-cyclohexylacetic acid
4694,118951694.png,2-[2-(3-hydroxycyclobutyl)ethoxy]acetic acid
4695,118957120.png,3-(3-chloro-2-iodophenyl)propanoic acid
4696,118962218.png,3-methoxy-2-phenylbutanoic acid
4697,118965041.png,2-[(1S)-4-hydroxycyclohex-3-en-1-yl]acetic acid
4698,118965095.png,"3-(4-methylcyclohexa-2,4-dien-1-yl)propanoic acid"
4699,119006582.png,(E)-3-(2-bromo-6-chlorophenyl)prop-2-enoic acid
4700,119016384.png,"(E)-3-(2,5-dichloro-4-methylphenyl)prop-2-enoic acid"
4701,119076949.png,"(2R)-2-amino-2,3-dideuterio-3-(2,3,6-trideuterio-4,5-dihydroxyphenyl)propanoic acid"
4702,119084997.png,3-(3-ethenylphenyl)propanoic acid
4703,121207731.png,"3-(3,3-difluorocyclobutyl)-2-methylpropanoic acid"
4704,121220244.png,1-hydroxy-5-(4-hydroxyphenyl)pentan-2-one
4705,121221124.png,"3-(4-hydroxy-3,5-dimethoxyphenyl)-2-oxopropanoic acid"
4706,121227240.png,"(3S)-3-(4-hydroxy-2,6-dimethylphenyl)butanoic acid"
4707,121232915.png,"(2R)-2-amino-3-(4-hydroxy(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-trien-1-yl)(1,2,3-13C3)propanoic acid"
4708,121232916.png,"(2R)-2-(15N)azanyl-3-(4-hydroxy(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-trien-1-yl)(1,2,3-13C3)propanoic acid"
4709,121257810.png,1-(3-fluorooxy-4-hydroxyphenyl)cyclopropane-1-carboxylic acid
4710,121276140.png,"3-(4-hydroxy-3,5-dipentylphenyl)-2-oxopropanoic acid"
4711,121286756.png,(E)-3-(5-bromo-4-methylthiophen-2-yl)prop-2-enoic acid
4712,121302742.png,2-(4-hydroxyphenyl)but-3-enoic acid
4713,121306131.png,(Z)-3-hydroxy-3-(4-methylphenyl)prop-2-enoic acid
4714,121314732.png,(2R)-2-(2-fluorophenyl)-2-methoxyacetic acid
4715,121339880.png,"3-[(1R,2R,3R)-2,3-dimethylcyclopentyl]propanoic acid"
4716,121340068.png,"3-[(1S,3R)-3-methylcyclopentyl]butanoic acid"
4717,121350845.png,(2R)-2-amino-2-hydroxy-3-(4-hydroxyphenyl)propanoic acid
4718,121370282.png,(1-chloro-1-cyclopentylethyl) hydrogen carbonate
4719,121370283.png,[1-(chloromethyl)cyclopentyl]methyl hydrogen carbonate
4720,121370284.png,(2-chloro-1-cyclopentylethyl) hydrogen carbonate
4721,121370285.png,[1-(chloromethyl)cyclohexyl]methyl hydrogen carbonate
4722,121370287.png,(2-chloro-1-cyclohexylethyl) hydrogen carbonate
4723,121370297.png,"[(R)-[(2S,4S)-2-bicyclo[2.2.1]heptanyl]-chloromethyl] hydrogen carbonate"
4724,121370299.png,[2-bicyclo[2.2.1]heptanyl(chloro)methyl] hydrogen carbonate
4725,121370472.png,3-(2-methylpyrazol-3-yl)-2-oxopropanoic acid
4726,121403762.png,(E)-2-cyano-3-(4-hydroxy-2-methoxyphenyl)prop-2-enoic acid
4727,121406003.png,"(E)-3-[4-(hydroxymethyl)-2,5-dimethylphenyl]prop-2-enoic acid"
4728,121436192.png,(Z)-4-fluoro-3-phenylbut-2-enoic acid
4729,121458973.png,"2-(2,6-difluoro-3-methylphenoxy)acetic acid"
4730,121459080.png,(E)-3-(4-hydroxy-3-nitrosophenyl)prop-2-enoic acid
4731,121477026.png,"2-[(3S)-6-hydroxy-2,3-dihydro-1-benzothiophen-3-yl]acetic acid"
4732,121599266.png,"2-oxo-3-(1,3-thiazol-4-yl)propanoic acid"
4733,122130944.png,3-(4-fluorosulfonylphenyl)propanoic acid
4734,122199231.png,"(E)-2,6-dioxo-6-sulfanylhex-4-enoic acid"
4735,122235595.png,(Z)-2-fluoro-3-(3-hydroxyphenyl)prop-2-enoic acid
4736,122378296.png,"(2S)-2-(4-fluorophenyl)-3,3-dimethylbutanoic acid"
4737,122414221.png,"(2S,3S,4R)-8-ethoxy-9-azatricyclo[4.4.0.02,4]deca-1(10),6,8-triene-3-carboxylic acid"
4738,122416811.png,"3-(5,5-difluoro-1-methylpiperidin-2-yl)propanoic acid"
4739,122416822.png,"3-(3-fluoro-2,2-dimethylcyclopentyl)propanoic acid"
4740,122419413.png,"3-[(2R)-1-chloro-4,4-difluoropyrrolidin-2-yl]propanoic acid"
4741,122419414.png,"3-[(2R)-1-chloro-4,4-difluoropyrrolidin-2-yl]-2-methylpropanoic acid"
4742,122419417.png,"3-[(2R)-1-chloro-5,5-difluoropiperidin-2-yl]propanoic acid"
4743,122419443.png,"3-[(2S)-1-chloro-4,4-difluoropyrrolidin-2-yl]propanoic acid"
4744,122419476.png,"3-[(2S)-1-chloro-4,4-difluoropyrrolidin-2-yl]butanoic acid"
4745,122419477.png,"3-[(2S)-1-chloro-4,4-difluoropyrrolidin-2-yl]-2-methylpropanoic acid"
4746,122445074.png,"(E)-4,4-difluoro-3-phenylbut-2-enoic acid"
4747,122448318.png,carboxymethyl-(4-hydroxyphenyl)-dimethylazanium
4748,122454109.png,8-iodoisoquinoline-3-carboxylic acid
4749,122457827.png,(2R)-2-(4-fluoro-N-formylanilino)-3-sulfanylpropanoic acid
4750,122460393.png,(1R)-2-(4-fluorophenyl)-1-methylcyclopropane-1-carboxylic acid
4751,122482881.png,2-(N-amino-4-methylanilino)-2-chloroacetic acid
4752,122482883.png,2-(N-amino-3-fluoroanilino)-2-chloroacetic acid
4753,122482894.png,"2-(N-amino-3,5-difluoroanilino)-2-chloroacetic acid"
4754,122482898.png,2-(N-amino-4-fluoroanilino)-2-chloroacetic acid
4755,122500437.png,"3-[(2S)-4,4-difluoro-1-methylpyrrolidin-2-yl]propanoic acid"
4756,122505436.png,"2-amino-3-(4-hydroxy-2,3,5,6-tetramethylphenyl)propanoic acid"
4757,122511090.png,3-(4-hydroxyphenyl)-2-methylhex-4-ynoic acid
4758,122511091.png,(2S)-3-(4-hydroxyphenyl)-2-methylhex-4-ynoic acid
4759,122523425.png,(2S)-3-(6-aminopyridin-3-yl)-2-methylpropanoic acid
4760,122527992.png,(4-aminophenyl)sulfanylformic acid
4761,122545546.png,(2S)-2-methyl-3-(3-methylcyclopenten-1-yl)propanoic acid
4762,122545569.png,"(2S)-3-[(1S,5R)-3-bicyclo[3.1.0]hexanyl]-2-methylpropanoic acid"
4763,122545589.png,"(2S)-3-(3,3-difluorocyclobutyl)-2-methylpropanoic acid"
4764,122552697.png,"(E)-3-(4,4-difluorocyclohexyl)prop-2-enoic acid"
4765,122583521.png,"2-(1,3,4-trimethylcyclohexyl)acetic acid"
4766,122585474.png,"3-(2,6-dichloro-5-fluoropyridin-3-yl)-2-oxopropanoic acid"
4767,122601078.png,3-(3-methylpyrazolidin-1-yl)propanoic acid
4768,122615180.png,"2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylic acid"
4769,122615181.png,"(1S,3S)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylic acid"
4770,122615182.png,"(1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxylic acid"
4771,122615224.png,"2,2-dichloro-3-[4-(difluoromethyl)phenyl]cyclopropane-1-carboxylic acid"
4772,122615225.png,"(1S,3S)-2,2-dichloro-3-[4-(difluoromethyl)phenyl]cyclopropane-1-carboxylic acid"
4773,122615295.png,"2,2-dichloro-3-(3-chloro-4-fluorophenyl)cyclopropane-1-carboxylic acid"
4774,122615299.png,"(1R,3R)-2,2-dichloro-3-(3-chloro-4-fluorophenyl)cyclopropane-1-carboxylic acid"
4775,122615396.png,"2,2-dichloro-3-(2,4,5-trichlorophenyl)cyclopropane-1-carboxylic acid"
4776,122615399.png,"(1S,3S)-2,2-dichloro-3-(2,4,5-trichlorophenyl)cyclopropane-1-carboxylic acid"
4777,122615506.png,"(1R,3R)-2,2-dichloro-3-(4-chloro-3-fluorophenyl)cyclopropane-1-carboxylic acid"
4778,122617652.png,"2-chloro-3-(3,5-dichlorophenyl)cyclopropane-1-carboxylic acid"
4779,122618261.png,"(1R,3R)-2-chloro-3-(3,5-dichlorophenyl)-2-fluorocyclopropane-1-carboxylic acid"
4780,122618456.png,"2,2-dichloro-3-(3,4-difluorophenyl)cyclopropane-1-carboxylic acid"
4781,122618462.png,"(1R,3R)-2,2-dichloro-3-(3,4-difluorophenyl)cyclopropane-1-carboxylic acid"
4782,122625156.png,"2,2-dichloro-3-(3,4,5-trifluorophenyl)cyclopropane-1-carboxylic acid"
4783,122628188.png,"2,2-dichloro-3-(3-chloro-4-methylphenyl)cyclopropane-1-carboxylic acid"
4784,122630261.png,"(1S)-2-chloro-3-(3,5-dichlorophenyl)cyclopropane-1-carboxylic acid"
4785,122703408.png,(2S)-3-(4-bromo-3-fluorophenyl)-2-hydroxypropanoic acid
4786,122703469.png,(2R)-3-(4-cyanophenyl)-2-hydroxypropanoic acid
4787,123142938.png,3-(4-hydroxy-3-nitrosophenyl)propanoic acid
4788,123150411.png,"2-(3,5-difluoro-4-hydroxyphenyl)cyclopropane-1-carboxylic acid"
4789,123151745.png,"2,3-dideuterio-3-(2,3,4,5,6-pentadeuteriophenyl)prop-2-enoic acid"
4790,123153026.png,"(2S)-2-(2,3-dihydropyran-6-ylideneamino)propanoic acid"
4791,123158641.png,"2-(7-methyl-3-tricyclo[3.3.1.03,9]nonanyl)acetic acid"
4792,123159759.png,"3-ethyl-4-hydroxy-1,1a,6,6a-tetrahydrocyclopropa[a]indene-1-carboxylic acid"
4793,123166639.png,2-benzyl-3-silyloxypropanoic acid
4794,123168240.png,3-(4-hydroxy-2-methoxyphenyl)butanoic acid
4795,123168681.png,"6-(4-hydroxyphenyl)-2,6-dioxohex-4-enoic acid"
4796,123180179.png,2-(pyridin-3-yldiazenyl)acetic acid
4797,123187571.png,4-amino-2-[(4-hydroxy-2-methylphenyl)methylidene]butanoic acid
4798,123194867.png,3-(4-hydroxyphenyl)-2-methyliminopropanoic acid
4799,123204414.png,"3-(3,3-difluorocyclobutyl)prop-2-enoic acid"
4800,123219759.png,3-cyclobutylidenepropanoic acid
4801,123222164.png,2-[(4-hydroxyphenyl)methyl]cyclopropane-1-carboxylic acid
4802,123239313.png,"3-(1,5-dimethyl-3,6-dihydro-2H-pyridin-4-yl)propanoic acid"
4803,123244524.png,3-(6-diazenylpyridin-3-yl)prop-2-enoic acid
4804,123253688.png,2-(6-hydroxy-3-methyl-2H-1-benzofuran-3-yl)acetic acid
4805,123267559.png,"3-(2,6-dimethylpyridin-4-yl)-2-fluoroprop-2-enoic acid"
4806,123275772.png,"2-(4-hydroxy-2,3,5-trimethylphenoxy)prop-2-enoic acid"
4807,123280660.png,3-[4-(formyloxymethyl)phenyl]prop-2-enoic acid
4808,123285329.png,"3-(1,3-dithian-5-yl)-2-methylprop-2-enoic acid"
4809,123291794.png,1-cyano-2-phenylcycloprop-2-ene-1-carboxylic acid
4810,123300332.png,"3-((1,2,3-13C3)cyclohexatrienyl)propanoic acid"
4811,123304709.png,"3-(4-fluorocyclohexa-1,3-dien-1-yl)prop-2-ynoic acid"
4812,123305440.png,"4-(3,3-difluoropyrrolidin-1-yl)but-2-enoic acid"
4813,123315615.png,3-(6-hydroxycyclohex-2-en-1-yl)-2-oxopropanoic acid
4814,123322240.png,"2-(5-iminocyclohepta-1,6-dien-1-yl)acetic acid"
4815,123324391.png,anilinosulfanylformic acid
4816,123336319.png,"2-cyclohepta-2,4,6-trien-1-ylcyclopropane-1-carboxylic acid"
4817,123341992.png,3-(4-ethylphenyl)-2-sulfanylidenepropanoic acid
4818,123343728.png,2-ethoxy-3-(4-methylphenyl)prop-2-enoic acid
4819,123348469.png,2-cyano-3-(2-silyloxan-2-yl)prop-2-enoic acid
4820,123349485.png,2-diazo-3-(2-fluoropyridin-3-yl)-3-oxopropanoic acid
4821,123352213.png,3-(5-methylpyridin-2-yl)oxirane-2-carboxylic acid
4822,123362477.png,4-ethyl-2-[(4-hydroxyphenyl)methyl]hexanoic acid
4823,123362528.png,ethyl 2-(4-hydroxyphenyl)ethenesulfonate
4824,123373156.png,3-(3-chloro-4-hydroxy-2-methylphenyl)propanoic acid
4825,123378869.png,2-ethoxy-3-(4-ethylphenyl)propanoic acid
4826,123386621.png,3-(1-methoxy-4H-pyridazin-4-yl)prop-2-enoic acid
4827,123395412.png,"3-(2,2-difluoroethyldiazenyl)-2-iminopropanoic acid"
4828,123401017.png,2-(4-isocyanophenyl)sulfanyl-2-oxoacetate
4829,123409299.png,"3-(2,3-dichloro-4-hydroxyphenyl)propanoic acid"
4830,123416618.png,2-hex-3-enoxy-2-oxoacetic acid
4831,123420320.png,2-(3-fluoro-4-hydroxyphenyl)cyclopropane-1-carboxylic acid
4832,123421243.png,4-[[amino(methyl)amino]methyl]cyclohexane-1-carboxylic acid
4833,123427549.png,"2-(5,6-dichloro-2,3-dihydro-1H-inden-1-yl)acetic acid"
4834,123432151.png,"1-[(4,5-dimethylpyridin-2-yl)oxymethyl]cyclopropane-1-carboxylic acid"
4835,123438338.png,"3-(5-methyl-6-tricyclo[4.2.1.03,8]non-3-enyl)propanoic acid"
4836,123454281.png,4-ethyl-2-[(4-hydroxyphenyl)methyl]heptanoic acid
4837,123467991.png,2-[(4-fluorophenyl)diazenyl]acetic acid
4838,123474447.png,4-cyano-3-(4-hydroxyphenyl)butanoic acid
4839,123474819.png,"2-(4-fluorocyclohepta-2,4,6-trien-1-yl)cyclopropane-1-carboxylic acid"
4840,123476947.png,3-(2-ethyl-5-fluoro-4-hydroxyphenyl)propanoic acid
4841,123477523.png,2-diazo-3-(2-fluorophenyl)-3-oxopropanoic acid
4842,123479465.png,3-(4-hydroxyfuran-2-yl)but-2-enoic acid
4843,123485139.png,3-(3-fluoro-4-hydroxy-2-propylphenyl)propanoic acid
4844,123488179.png,"4-(2,3-dihydropyridin-6-yl)butanoic acid"
4845,123493062.png,"8-methoxy-9-azatricyclo[4.4.0.02,4]deca-1(10),6,8-triene-3-carboxylic acid"
4846,123496151.png,4-bromo-3-(2-methylphenyl)but-2-enoic acid
4847,123509123.png,2-(disulfanyl)-3-phenylpropanoic acid
4848,123514052.png,"2-(2,4-dichlorocyclohexa-2,4-dien-1-yl)oxyacetic acid"
4849,123516247.png,3-phenylthiirane-2-carboxylic acid
4850,123533011.png,3-(2-silyloxan-2-yl)propanoic acid
4851,123534909.png,2-amino-3-(3-ethyl-4-hydroxy-5-methylphenyl)propanoic acid
4852,123549293.png,"3-(2,6-dichlorophenyl)-2-sulfanylidenepropanoic acid"
4853,123550519.png,2-(4-isocyanophenoxy)-2-oxoacetate
4854,123553617.png,3-fluoro-3-(2-methylpyridin-4-yl)prop-2-enoic acid
4855,123555603.png,(Z)-2-isocyano-3-(5-methylthiophen-2-yl)prop-2-enoic acid
4856,123562127.png,(Z)-2-isocyano-3-(5-methylfuran-2-yl)prop-2-enoic acid
4857,123565355.png,3-(3-hydroxyphenyl)-2-nitrosoprop-2-enoic acid
4858,123575012.png,3-(3-fluoro-4-prop-1-enylphenyl)prop-2-enoic acid
4859,123576303.png,2-fluoro-3-(2-methylpyridin-4-yl)prop-2-enoic acid
4860,123583207.png,"2-(7-methylcyclohepta-1,4,6-trien-1-yl)acetic acid"
4861,123584391.png,"3-(5-methylcyclohepta-1,4,6-trien-1-yl)propanoic acid"
4862,123591457.png,2-oxo-3-(4-oxocyclohex-2-en-1-yl)propanoic acid
4863,123597837.png,3-(4-fluorophenyl)-2-(phosphorosoamino)propanoic acid
4864,123604094.png,"1-ethylidene-3,4,4a,5,6,7,8,8a-octahydro-2H-quinolin-1-ium-2-carboxylic acid"
4865,123607158.png,"5,5-difluoro-2,6a-dimethyl-3,3a,4,6-tetrahydro-1H-pentalene-2-carboxylic acid"
4866,123621917.png,3-[4-(2-methoxyethyl)phenyl]oxirane-2-carboxylic acid
4867,123634338.png,"phenyl(1,2,2-trimethoxyethenyl)silane"
4868,123644865.png,"(E)-3-(6-amino-2,5-dihydropyridin-3-yl)prop-2-enoic acid"
4869,123652860.png,"2-(5-fluorocyclohexa-2,4-dien-1-yl)cyclopropane-1-carboxylic acid"
4870,123654687.png,"3,3-dideuterio-3-(4-hydroxyphenyl)propanoic acid"
4871,123657121.png,"6-chloro-2-(methylideneamino)hepta-2,5-dienoic acid"
4872,123658488.png,"3-(5-methylidene-7-oxabicyclo[4.1.0]hepta-1(6),2-dien-2-yl)oxirene-2-carboxylic acid"
4873,123665551.png,"2-oxo-3-(5-oxo-1,2-dihydropyrazol-3-yl)propanoic acid"
4874,123672356.png,2-methyl-3-thiophen-2-yloxirane-2-carboxylic acid
4875,123679316.png,"2-cyclohexa-1,5-dien-1-yl-3-methylcyclopropane-1-carboxylic acid"
4876,123679459.png,"cyclohexa-2,4-dien-1-ylmethyl hydrogen carbonate"
4877,123681724.png,"2-(2-fluorocyclohexa-2,4-dien-1-yl)cyclopropane-1-carboxylic acid"
4878,123691838.png,3-(3-chloro-2-methylphenyl)prop-2-enoic acid
4879,123695614.png,"3-((2,3-13C2)cyclohexatrienyl)propanoic acid"
4880,123696334.png,2-(4-deuteriooxyanilino)acetic acid
4881,123708849.png,2-(aminomethylidenehydrazinylidene)-3-(4-hydroxyphenyl)propanoic acid
4882,123740608.png,"(2S)-2,3-dibromo-2-(dichloroamino)-3-(4-hydroxyphenyl)propanoic acid"
4883,123753844.png,3-(3-chloro-6-cyano-2-fluorophenyl)prop-2-enoic acid
4884,123757803.png,"3-(1,4-dimethylpyridin-1-ium-2-yl)prop-2-enoic acid"
4885,123768521.png,3-(4-aminophenyl)-3-ethoxypropanoic acid
4886,123782155.png,3-methyl-4-nitroso-2-oxo-4-thiophen-2-ylbutanoic acid
4887,123793250.png,3-(5-prop-1-en-2-ylthiophen-3-yl)prop-2-enoic acid
4888,123794293.png,2-(1-phenylcycloprop-2-en-1-yl)acetic acid
4889,123810111.png,"4,4-difluoro-3-(3,4,5-trichlorophenyl)but-2-enoic acid"
4890,123828697.png,"3-cyclohex-3-en-1-yl-2,3-dioxopropanoic acid"
4891,123859050.png,2-[(4-hydroxyphenyl)methyl]-4-methylhexanoic acid
4892,124030433.png,silyl 3-(4-hydroxyphenyl)propaneperoxoate
4893,124650779.png,4-[(1R)-1-hydroxy-2-nitroethyl]phenol
4894,124705301.png,2-(1-methylcyclohexyl)-2-oxoacetic acid
4895,125501920.png,ethenyl 2-(4-hydroxyphenyl)acetate
4896,125515020.png,(E)-3-[2-(difluoromethyl)phenyl]prop-2-enoic acid
4897,127046271.png,(2Z)-3-(4-cyanophenyl)-2-hydroxyiminopropanoic acid
4898,127047861.png,(2Z)-2-hydrazinylidene-3-phenylpropanoic acid
4899,127255790.png,3-(3-hydroxy-4-iodophenyl)propanoic acid
4900,129135646.png,2-(4-fluorooxyphenyl)acetic acid
4901,129630128.png,(E)-3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-oxopent-2-enedioic acid
4902,129633986.png,(2S)-2-(difluoroamino)-3-(4-hydroxyphenyl)propanoic acid
4903,129639580.png,(2S)-2-(diaminoamino)-3-(4-hydroxyphenyl)propanoic acid
4904,129645682.png,"3-(7-bicyclo[4.1.0]hepta-1,3,5-trienyl)-3-oxopropanoic acid"
4905,129645801.png,"3-(6-oxocyclohexa-2,4-dien-1-yl)prop-2-enoic acid"
4906,129670252.png,(E)-2-(4-hydroxyphenyl)but-2-enoic acid
4907,129715189.png,(2S)-3-(4-hydroxyphenyl)-2-iodopropanoic acid
4908,129734777.png,"3-(1,2-oxazol-4-yl)-2-oxopropanoic acid"
4909,129816983.png,2-(4-hydroxyphenyl)heptanoic acid
4910,129826049.png,(3S)-3-hydroxy-4-(4-hydroxyphenyl)butan-2-one
4911,129829082.png,(N-acetyl-4-hydroxyanilino) nitrate
4912,129846758.png,sulfo 2-(4-hydroxyphenyl)acetate
4913,129865610.png,3-(4-hydroxyphenyl)-3-methyl-2-oxobutanoic acid
4914,129910680.png,"3-(3,4-dihydro-2H-pyran-2-yl)propanoic acid"
4915,129926676.png,2-(3-methylphenoxy)prop-2-enoic acid
4916,129927460.png,3-(3-chlorophenyl)-2-hydroxyprop-2-enoic acid
4917,129961964.png,6-(chloromethyl)naphthalene-2-carboxylic acid
4918,129966262.png,1-(4-hydroxy-3-iodophenyl)propan-2-one
