,cid,iupacname,label
4358,91225070.png,2-(N-fluoroanilino)-2-oxoacetic acid,"[1, 16, 17, 38, 116, 17, 40, 169, 39, 17, 16, 17, 99, 143, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4359,91231844.png,2-[(1S)-1-(4-hydroxyphenyl)ethoxy]propanoic acid,"[1, 16, 17, 80, 38, 220, 17, 34, 17, 38, 20, 17, 71, 81, 18, 39, 6, 78, 83, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4360,91261440.png,"2-(2,4-dichlorophenoxy)-2-hydroxyacetic acid","[1, 16, 17, 38, 16, 21, 20, 17, 27, 26, 81, 78, 39, 17, 16, 17, 71, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4361,91294537.png,3-(2-cyanophenyl)-2-oxopropanoic acid,"[1, 22, 17, 38, 16, 17, 113, 81, 18, 39, 17, 16, 17, 99, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4362,91300347.png,"3-(2-bicyclo[3.1.0]hexa-1,3,5-trienyl)prop-2-enoic acid","[1, 22, 17, 38, 16, 17, 171, 80, 365, 413, 83, 19, 47, 17, 34, 21, 22, 21, 25, 17, 23, 49, 18, 39, 7, 17, 16, 17, 49, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4363,91334238.png,carboxy 2-amino-1H-imidazole-5-carboxylate,"[1, 141, 106, 16, 17, 65, 17, 160, 17, 245, 374, 17, 25, 17, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4364,91337938.png,2-(4-methylbenzoyl)oxyacetic acid,"[1, 16, 17, 38, 20, 17, 4, 18, 62, 409, 39, 78, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4365,91344831.png,"2-[(3,4-dimethylphenyl)methoxy]-2-oxoacetic acid","[1, 16, 17, 80, 38, 22, 21, 20, 17, 27, 4, 18, 81, 18, 39, 4, 78, 83, 17, 16, 17, 99, 143, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4366,91348743.png,"3-(2-methyl-1,5-dihydropyrazol-4-yl)propanoic acid","[1, 22, 17, 38, 16, 17, 4, 18, 17, 34, 21, 25, 17, 27, 129, 232, 84, 17, 20, 17, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4367,91358998.png,23-(4-hydroxyphenyl)tricosanoic acid,"[1, 16, 22, 17, 38, 20, 17, 71, 81, 18, 39, 23, 515, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4368,91361081.png,"6,6,6-trifluoro-2-oxohexanoic acid","[1, 44, 21, 44, 21, 44, 17, 23, 40, 17, 16, 17, 99, 19, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4369,91368157.png,"2-(4-hydroxy(1,6-13C2)cyclohexa-1,3,5-trien-1-yl)acetic acid","[1, 16, 17, 38, 20, 17, 71, 38, 34, 21, 44, 17, 329, 330, 39, 35, 19, 47, 17, 34, 21, 22, 21, 25, 17, 23, 49, 17, 34, 17, 18, 39, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4370,91374169.png,3-[tert-butyl(dimethyl)silyl]oxy-2-oxopropanoic acid,"[1, 22, 17, 80, 28, 17, 29, 18, 38, 27, 4, 18, 39, 284, 78, 17, 16, 17, 99, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4371,91377489.png,2-oxopropyl 3-(4-hydroxyphenyl)-2-oxopropanoate,"[1, 16, 17, 99, 7, 18, 106, 22, 17, 38, 20, 17, 71, 81, 18, 39, 17, 16, 17, 99, 7, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4372,91396936.png,4-(4-hydroxyphenyl)-3-oxobutanoic acid,"[1, 20, 17, 38, 20, 17, 71, 81, 18, 39, 17, 22, 17, 99, 29, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4373,91405055.png,4-(2-chlorothiophen-3-yl)butanoic acid,"[1, 20, 17, 38, 16, 17, 225, 17, 22, 17, 18, 39, 29, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4374,91407990.png,2-(5-fluoropyridin-2-yl)oxypropanoic acid,"[1, 16, 17, 38, 25, 17, 40, 134, 17, 16, 17, 18, 39, 78, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4375,91411790.png,3-(7-oxabicyclo[4.1.0]heptan-1-yl)prop-2-enoic acid,"[1, 22, 17, 38, 33, 17, 235, 171, 80, 412, 413, 83, 12, 43, 17, 34, 17, 18, 39, 7, 17, 16, 17, 49, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4376,91427546.png,"2-(4-hydroxy(1,6-13C2)cyclohexa-1,3,5-trien-1-yl)sulfanylacetic acid","[1, 16, 17, 38, 20, 17, 71, 38, 34, 21, 44, 17, 329, 330, 39, 35, 19, 47, 17, 34, 21, 22, 21, 25, 17, 23, 49, 17, 34, 17, 18, 39, 51, 18, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4377,91434889.png,"3-(2,4-dichloro-5-fluorophenyl)propanoic acid","[1, 22, 17, 38, 16, 21, 20, 17, 27, 26, 17, 25, 17, 40, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4378,91439410.png,2-[dihydroxy(phenyl)-lambda4-sulfanyl]acetic acid,"[1, 16, 17, 80, 27, 71, 38, 81, 18, 39, 17, 264, 265, 17, 51, 18, 83, 143, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4379,91451759.png,"3-(2-methyl-2,3-dihydropyridin-5-yl)propanoic acid","[1, 22, 17, 38, 16, 17, 4, 18, 17, 16, 21, 22, 17, 27, 129, 134, 17, 25, 17, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4380,91468636.png,"5-methyl-4,5,6,7-tetrahydro-1H-indene-2-carboxylic acid","[1, 25, 17, 4, 18, 17, 20, 21, 25, 21, 44, 21, 33, 17, 237, 17, 160, 17, 161, 9, 17, 16, 17, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4381,91472340.png,3-(2-nitrosophenyl)prop-2-enoic acid,"[1, 22, 17, 38, 16, 17, 191, 18, 39, 7, 17, 16, 17, 49, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4382,91490510.png,(2S)-2-(difluoroamino)-3-(4-fluorophenyl)propanoic acid,"[1, 38, 16, 158, 17, 16, 17, 38, 27, 40, 65, 39, 17, 22, 17, 38, 20, 17, 40, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4383,91497734.png,2-[dihydroxy-(4-methylphenyl)-lambda4-sulfanyl]acetate,"[1, 16, 17, 80, 27, 71, 17, 38, 20, 17, 4, 18, 81, 18, 39, 17, 264, 265, 17, 51, 18, 83, 120, 162, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4384,91507153.png,"(2S)-2-(4-hydroxy-N,3-dimethylanilino)propanoic acid","[1, 38, 16, 158, 17, 16, 17, 38, 20, 17, 71, 17, 116, 21, 22, 17, 27, 4, 18, 169, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4385,91518044.png,"3-(3,4-dihydro-2H-azepin-5-yl)propanoic acid","[1, 22, 17, 38, 22, 21, 20, 17, 27, 129, 17, 286, 17, 433, 441, 17, 25, 17, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4386,91561793.png,2-oxo-4-phenyl(413C)butanoic acid,"[1, 16, 17, 99, 17, 20, 17, 81, 18, 38, 290, 22, 274, 29, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4387,91592649.png,(2S)-3-(3-fluorophenyl)oxirane-2-carboxylic acid,"[1, 38, 16, 158, 17, 22, 17, 38, 22, 17, 40, 81, 18, 39, 207, 17, 16, 17, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4388,91592718.png,"3-(4-methylidenecyclohexa-1,5-dien-1-yl)propanoic acid","[1, 22, 17, 38, 20, 17, 4, 18, 48, 35, 19, 47, 17, 34, 21, 25, 17, 27, 49, 17, 34, 17, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4389,91608530.png,(4-fluorophenyl)sulfanylformic acid,"[1, 38, 20, 17, 40, 81, 18, 39, 51, 18, 213, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4390,91622236.png,2-(1-oxidopyridin-1-ium-4-yl)sulfanylacetic acid,"[1, 16, 17, 38, 34, 17, 395, 480, 352, 17, 34, 17, 206, 17, 20, 17, 18, 39, 51, 18, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4391,91622811.png,4-cyclohex-2-en-1-ylbutanoic acid,"[1, 20, 17, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 29, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4392,91756564.png,(E)-3-(3-fluoro-5-iodophenyl)prop-2-enoic acid,"[1, 38, 147, 39, 17, 22, 17, 38, 22, 17, 40, 17, 25, 17, 37, 81, 18, 39, 7, 17, 16, 17, 49, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4393,91820107.png,"(3Z)-3-[(1R,5R,6S)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate","[1, 38, 22, 252, 17, 22, 17, 80, 38, 258, 21, 456, 21, 44, 222, 39, 17, 25, 17, 71, 17, 33, 17, 235, 171, 80, 412, 413, 83, 12, 43, 17, 16, 17, 18, 48, 83, 17, 16, 17, 99, 7, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4394,91820190.png,4-(4-hydroxyphenyl)-2-oxobutanoate,"[1, 20, 17, 38, 20, 17, 71, 81, 18, 39, 17, 16, 17, 99, 29, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4395,91820424.png,"3-[(1R,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoate","[1, 22, 17, 80, 38, 258, 21, 404, 39, 17, 20, 17, 71, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 83, 17, 16, 17, 99, 7, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4396,91820425.png,"3-[(1R,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoic acid","[1, 22, 17, 80, 38, 258, 21, 404, 39, 17, 20, 17, 71, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 83, 17, 16, 17, 99, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4397,91820477.png,3-[(1S)-cyclohex-2-en-1-yl]-2-oxopropanoate,"[1, 22, 17, 80, 38, 220, 17, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 83, 17, 16, 17, 99, 7, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4398,91820489.png,"3-[(1S,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoate","[1, 22, 17, 80, 38, 467, 21, 404, 39, 17, 20, 17, 71, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 83, 17, 16, 17, 99, 7, 43, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4399,91820490.png,"3-[(1S,4R)-4-hydroxycyclohex-2-en-1-yl]-2-oxopropanoic acid","[1, 22, 17, 80, 38, 467, 21, 404, 39, 17, 20, 17, 71, 35, 19, 17, 16, 17, 49, 17, 34, 17, 18, 83, 17, 16, 17, 99, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4400,91883071.png,3-(2-fluoro-4-iodophenyl)propanoic acid,"[1, 22, 17, 38, 16, 17, 40, 17, 20, 17, 37, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4401,91883123.png,3-(4-amino-2-bromophenyl)propanoic acid,"[1, 22, 17, 38, 20, 17, 65, 17, 16, 17, 24, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4402,92033324.png,"(E)-3-(2,4,5-trichlorophenyl)prop-2-enoic acid","[1, 38, 147, 39, 17, 22, 17, 38, 16, 21, 20, 21, 25, 17, 23, 26, 81, 18, 39, 7, 17, 16, 17, 49, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4403,92163497.png,(2S)-2-amino-3-(4-hydroxy-3-iodo-5-methylphenyl)propanoic acid,"[1, 38, 16, 158, 17, 16, 17, 65, 17, 22, 17, 38, 20, 17, 71, 17, 22, 17, 37, 17, 25, 17, 4, 18, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4404,92171232.png,(2S)-2-fluoro-3-phenylpropanoic acid,"[1, 38, 16, 158, 17, 16, 17, 40, 17, 22, 17, 81, 18, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4405,92179538.png,"(2S)-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid","[1, 38, 16, 158, 17, 22, 17, 38, 22, 21, 20, 17, 27, 71, 81, 18, 39, 17, 16, 17, 4, 18, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4406,92204628.png,(2S)-2-(3-ethoxy-4-hydroxyphenyl)-2-hydroxyacetic acid,"[1, 38, 16, 158, 17, 16, 17, 38, 22, 17, 6, 78, 17, 20, 17, 71, 81, 18, 39, 17, 16, 17, 71, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4407,92238629.png,"(1R,2R,6R,7S)-tricyclo[5.2.1.02,6]decane-4-carboxylic acid","[1, 38, 34, 159, 21, 259, 21, 44, 159, 21, 448, 39, 17, 23, 35, 80, 179, 167, 180, 181, 21, 44, 83, 32, 5, 17, 20, 17, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4408,92271319.png,(2S)-2-(4-bromophenyl)-2-methoxyacetic acid,"[1, 38, 16, 158, 17, 16, 17, 38, 20, 17, 24, 81, 18, 39, 17, 16, 17, 4, 78, 154, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4409,92287761.png,"(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid","[1, 38, 16, 159, 39, 17, 16, 17, 38, 22, 21, 20, 17, 27, 71, 81, 18, 39, 17, 16, 17, 71, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4410,92288747.png,"(2S)-2-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid","[1, 38, 16, 158, 17, 16, 17, 38, 22, 21, 20, 17, 27, 71, 81, 18, 39, 17, 16, 17, 71, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4411,92289691.png,"(2S)-3-(3,4-dichlorophenyl)-2-hydroxypropanoic acid","[1, 38, 16, 158, 17, 22, 17, 38, 22, 21, 20, 17, 27, 26, 81, 18, 39, 17, 16, 17, 71, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4412,92466205.png,(2R)-2-hydroxy-3-(2-hydroxyphenyl)propanoic acid,"[1, 38, 16, 159, 39, 17, 16, 17, 71, 17, 22, 17, 38, 16, 17, 71, 81, 18, 39, 7, 43, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4413,93299333.png,"(1R,2R)-2-(2,6-difluorophenyl)cyclopropane-1-carboxylic acid","[1, 38, 34, 159, 21, 259, 39, 17, 16, 17, 38, 16, 21, 44, 17, 27, 40, 81, 18, 39, 35, 7, 5, 17, 34, 17, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
